paper_id,section,challenge_domain,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,medium,has_section5_signal,has_section6_signal,has_section7_signal,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_005,8C,channel_modeling_evaluation,channel gap,fuzzy:90.9090909090909,DIRECT,"This snippet directly discusses the proposed O-ISAC framework, which involves using backscattered light from an FSO communication signal to estimate the FSO channel gain and optimize network parameters, making it directly related to channel modeling evaluation.","Here, we propose using the light backscattered from a foggy FSO channel as the sensing feedback signal to estimate FSO channel condition in real-time and dynamically adjust the network parameters (e.g., UAV trajectory) as shown in Fig. 1. Using this sensing mechanism, we introduce an O-ISAC framework, where the backscattered light from the FSO communication signal is utilized to estimate the FSO channel gain and optimize its trajectory dynamically. The goal of this adaptive O-ISAC system is to maximize the network's end-to-end throughput for edge users while accounting for FSO backhaul capacity, UAV antenna beamwidth, and bandwidth allocation.",39,39,Integrated Sensing and Communication for UAV Trajectory Optimization in Mixed FSO-RF Networks in Dynamic Weather Conditions > I. INTRODUCTION > II. SYSTEM MODEL,,,hybrid,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_005,8C,channel_modeling_evaluation,channel gap,fuzzy:90.9090909090909,DIRECT,"The snippet provides a mathematical model for the FSO channel gain, including the effects of fog and geometric loss, which is a direct aspect of channel modeling evaluation.",The average gain  $g_0$  accounts for geometric loss and atmospheric channel gain  $h_0 = \exp^{-(\vartheta L_{\rm SD})}$ . The average gain  $g_0$  is defined as [11],49,49,Integrated Sensing and Communication for UAV Trajectory Optimization in Mixed FSO-RF Networks in Dynamic Weather Conditions > I. INTRODUCTION > II. SYSTEM MODEL > A. FSO Backhaul Communication,,,hybrid,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_005,8C,channel_modeling_evaluation,channel gap,fuzzy:90.9090909090909,DIRECT,"This snippet presents a specific model for the FSO channel capacity, utilizing previous equations and models, which directly contributes to channel modeling evaluation.","Utilizing the FSO channel capacity model from [13] and the equation (1), we determine the achievable backhaul rate of the FSO link for a UAV positioned along its circular trajectory as",60,60,Integrated Sensing and Communication for UAV Trajectory Optimization in Mixed FSO-RF Networks in Dynamic Weather Conditions > I. INTRODUCTION > II. SYSTEM MODEL > A. FSO Backhaul Communication,,,hybrid,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_005,8C,channel_modeling_evaluation,channel gap,fuzzy:90.9090909090909,INDIRECT,"The concept of channel modeling evaluation is indirectly related to the estimation technique for mapping the measured back-scattered light levels to an estimation of the channel gain, which involves modeling the imperfect estimation of the channel gain.","As the level of fog increases over the atmospheric backhaul channel, a significant part of the transmitted FSO signal may be back-scattered towards the transmitter, creating a sensing feedback signal for the proposed O-ISAC system. It is worth emphasizing that the level of the back-scattered light is inversely related to the forward FSO channel gain,  $h_o$ , and therefore, an estimation technique can be developed to map the measured back-scattered light levels to an estimation of the channel gain. Here, we assume that this mapping is not perfect and therefore it provides a noisy version of the channel gain. For simplicity, we model this imperfect estimation of the channel gain as  $\hat{h}_o = h_o + n_f$ , where  $n_f$  is an estimation noise, assumed to be Gaussian distributed with zero mean and variance  $\sigma_f^2$ .",68,68,Integrated Sensing and Communication for UAV Trajectory Optimization in Mixed FSO-RF Networks in Dynamic Weather Conditions > I. INTRODUCTION > II. SYSTEM MODEL > B. FSO Backhaul Sensing,,,hybrid,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_005,8C,channel_modeling_evaluation,channel model gap,fuzzy:88.23529411764706,DIRECT,"This snippet directly discusses the evaluation of the proposed model using a realistic channel model and climatic data. It mentions 'evaluate the performance of the proposed model' and 'using a realistic channel model', which indicates a direct approach to channel modeling evaluation.","Finally, we evaluate the performance of the proposed model using a realistic channel model that uses climatic data from the city of Edinburgh for the calendar year 2022 as provided by the Met Office of the UK. We extract the visibility V in the range 0.5 km to 2 km, which accounts for a total of 91 fog events (hours). In Fig. 5, we plot the end-to-end average UAV throughput and average throughput of the cell-edge users using the optimal beamwidth  $\Lambda_{\rm opt}$  and bandwidth  $\Omega_{\rm opt}$  values over the entire UAV trajectory, evaluated under two SNR thresholds. The results demonstrate that the optical channel sensing, indicated by the two SNR thresholds, significantly impacts average user data rates across the circular trajectory. Consequently, the proposed O-ISAC framework shows that accurate sensing not only enhances location or target tracking in various applications, but it can also impact the communication performance under real-world conditions.",227,227,Integrated Sensing and Communication for UAV Trajectory Optimization in Mixed FSO-RF Networks in Dynamic Weather Conditions > IV. RESULTS AND SYSTEM PERFORMANCE,,,hybrid,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_006,8C,channel_modeling_evaluation,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,cabled_fibre,True,True,True,bridge,INDIRECT,,,False
O_ISAC_007,8C,channel_modeling_evaluation,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,cabled_fibre,True,True,True,bridge,INDIRECT,,,False
O_ISAC_008,8C,channel_modeling_evaluation,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,hybrid,True,True,True,bridge,INDIRECT,,,False
O_ISAC_009,8C,channel_modeling_evaluation,channel model gap,fuzzy:86.66666666666667,NONE,The snippet does not provide any direct or indirect information related to channel modeling evaluation. It appears to be introductory material with notations and abbreviations.,# II. OPTICAL CHANNEL MODEL,79,79,II. OPTICAL CHANNEL MODEL,,,wireless_vlc,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_009,8C,channel_modeling_evaluation,channel modeling gap,fuzzy:90.0,DIRECT,"The context explicitly discusses noise modeling, which is a crucial aspect of channel modeling evaluation, providing detailed mathematical expressions for noise variance.","Naturally, the VLPC channel modelling also takes into account the Additive White Gaussian Noise (AWGN) [41], [62], [63] having zero mean and a variance of  $N_0 = N_0^{\rm shot} + N_0^{\rm thermal}$ . Explicitly, the variance of shot noise is given by  $N_0^{\rm shot} = 2eR_pP_rB + 2eI_{bg}I_2B$ , where  $e, R_p, P_r$  and B refer to an electron's charge, PD responsivity, as well as to the received signal power and bandwidth, respectively, where  $I_{bg}$  and  $I_2$  are the background current and noise bandwidth factor, respectively, where the effective noise bandwidth is given by  $I_2B$ . The variance of the thermal noise is given by  $N_0^{\rm thermal} = \frac{4k_BT_K}{R_f}I_2B + \frac{16\pi^2k_BT_k\Gamma}{g_m}\eta^2A_{\rm PD}^2I_3B^3 \approx \frac{8\pi k_BT_K}{G_{\rm oc}}\eta A_{\rm PD}I_2B^2 + \frac{16\pi^2k_BT_k\Gamma}{G_{\rm oc}}\eta^2A_{\rm PD}^2I_3B^3$ , where the two terms of  $\frac{4k_BT_K}{R_f}I_2B \approx \frac{8\pi k_BT_K}{G_{\rm oc}}\eta A_{\rm PD}I_2B^2$  and  $\frac{16\pi^2k_BT_k\Gamma}{G_{\rm oc}}\eta^2A_{\rm PD}^2I_3B^3$  represent the feedback-resistor noise and field-effect transistor (FET) channel noise, respectively. The feedback resistance is calculated",188,188,"<span id=""page-2-0""></span>*A. Scenarios and System Description* > B. LoS Modelling > C. NLoS Modelling > <span id=""page-3-3""></span>D. Noise Modelling",,,wireless_vlc,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_009,8C,channel_modeling_evaluation,channel gap,fuzzy:90.9090909090909,INDIRECT,"The snippet provides a list of references related to optical communication systems, including channel capacity, probabilistic shaping, and constellation shaping. While it does not directly evaluate channel modeling, it provides relevant background information and research that could be used in channel modeling evaluation.","- <span id=""page-16-29""></span>[\[76\]](#page-8-12) S. X. Ng and L. Hanzo, ""On the MIMO channel capacity of multidimensional signal sets,"" *IEEE Trans. Veh. Technol.*, vol. 55, no. 2, pp. 528–536, Mar. 2006.",762,762,"<span id=""page-14-3""></span>G. Overall Communication Functionality > VII. CONCLUSION AND FUTURE OPPORTUNITIES > REFERENCES",,,wireless_vlc,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_010,8C,channel_modeling_evaluation,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,cabled_fibre,True,True,True,bridge,INDIRECT,,,False
O_ISAC_011,8C,channel_modeling_evaluation,channel model gap,fuzzy:86.66666666666667,DIRECT,"The snippet directly discusses the channel model of the OISAC system using OFDM, including the architecture, distance measurement principle, and localization principle.",#### A. Channel model,41,41,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments > I. INTRODUCTION > II. SYSTEM MODEL > A. Channel model,,,hybrid,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,DIRECT,True
O_ISAC_011,8C,channel_modeling_evaluation,channel gap,fuzzy:90.9090909090909,DIRECT,"The context explicitly discusses the communication channel model, providing a mathematical expression for the communication channel gain, which is directly related to channel modeling evaluation.","For the communication channel model, assuming the LED light source follows the Lambertian emission pattern and only considering the line-of-sight (LOS) transmission, the communication channel gain can be expressed by [12]",45,45,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments > I. INTRODUCTION > II. SYSTEM MODEL > A. Channel model,,,hybrid,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_011,8C,channel_modeling_evaluation,channel gap,fuzzy:90.9090909090909,DIRECT,"The context provides a detailed description of the sensing channel model and its mathematical expression, directly related to channel modeling evaluation.","For the sensing channel model, we can posit the light emitted by the point source can always be fully reflected by the CCR, so the sensing channel gain can be described by [13]",51,51,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments > I. INTRODUCTION > II. SYSTEM MODEL > A. Channel model,,,hybrid,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_011,8C,channel_modeling_evaluation,channel modeling gap,fuzzy:90.0,INDIRECT,"The snippet provides a list of references related to ISAC systems, visible-light communication, and OFDM, but does not directly discuss channel modeling evaluation.","- [13] Y. X. Cui, C. Chen, Y. P. Cai, Z. H. Zeng, M. Liu, J. Ye, S. H. Shao, and H. Haas, ""Retroreflective optical ISAC using OFDM: Channel modeling and performance analysis,"" Optics Letters, vol. 49, no. 15, pp. 4214–4217, Aug. 2024.",204,204,IV. CONCLUSION > V. REFERENCES,,,hybrid,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_012,8C,channel_modeling_evaluation,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,wireless_fso,True,True,True,bridge,INDIRECT,,,False
O_ISAC_013,8C,channel_modeling_evaluation,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,cabled_fibre,True,True,True,bridge,INDIRECT,,,False
O_ISAC_014,8C,channel_modeling_evaluation,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,cabled_fibre,True,True,True,bridge,INDIRECT,,,False
O_ISAC_015,8C,channel_modeling_evaluation,channel model gap,fuzzy:86.66666666666667,INDIRECT,"The snippet discusses the channel model and user movement indoors, but does not directly evaluate the channel modeling.","#### <span id=""page-1-3""></span><span id=""page-1-0""></span>C. Channel Model",57,57,"A. Network Model > B. Blockage and Mobility Model > <span id=""page-1-3""></span><span id=""page-1-0""></span>C. Channel Model",,,wireless_vlc,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_015,8C,channel_modeling_evaluation,channel gap,fuzzy:90.9090909090909,DIRECT,"This snippet directly provides a model for the LOS channel gain, which is a key aspect of channel modeling evaluation.",The LOS channel gain between the i-th AP located at grid g and the j-th user be can be modeled by [2]:,59,59,"A. Network Model > B. Blockage and Mobility Model > <span id=""page-1-3""></span><span id=""page-1-0""></span>C. Channel Model",,,wireless_vlc,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_015,8C,channel_modeling_evaluation,channel gap,fuzzy:90.9090909090909,INDIRECT,"The snippet presents a formula for ENR, which is related to channel modeling, but does not directly evaluate the channel modeling.","with  $\Gamma$  being the reflecting loss factor,  $p_{i_s,g}$  is the transmit power from MAP i at grid point g to sensing user s,  $g_{i_s,g}^2$  is the cascaded channel gain for the path from the LED of MAP i located at grid point g to user s and that from the user to the PD of the MAP.",100,100,III. JOINT MAP POSITION AND USER ASSOCIATION OPTIMIZATION > A. Communication Metric > B. Sensing Metric,,,wireless_vlc,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_016,8C,channel_modeling_evaluation,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,hybrid,True,True,True,bridge,INDIRECT,,,False
O_ISAC_017,8C,channel_modeling_evaluation,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,cabled_fibre,True,True,True,bridge,INDIRECT,,,False
O_ISAC_018,8C,channel_modeling_evaluation,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,hybrid,True,True,True,bridge,INDIRECT,,,False
O_ISAC_019,8C,channel_modeling_evaluation,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,cabled_fibre,True,True,True,bridge,INDIRECT,,,False
O_ISAC_020,8C,channel_modeling_evaluation,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,cabled_fibre,True,True,True,bridge,INDIRECT,,,False
O_ISAC_021,8C,channel_modeling_evaluation,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,hybrid,True,True,True,bridge,INDIRECT,,,False
O_ISAC_022,8C,channel_modeling_evaluation,channel modeling gap,fuzzy:85.0,INDIRECT,"The snippet provides references to various sources related to visible light communication, including channel modeling, but does not directly evaluate or discuss channel modeling evaluation.","- <span id=""page-11-34""></span>[\[35\]](#page-4-4) Z. Ghassemlooy, M.-A. Khalighi, and D. Wu, ""Channel modeling,"" in *Visible Light Communications*. Boca Raton, FL, USA: CRC Press, 2017, pp. 71–96.",487,487,"<span id=""page-11-42""></span>REFERENCES",,,wireless_vlc,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_023,8C,channel_modeling_evaluation,channel model gap,fuzzy:86.66666666666667,INDIRECT,"The text discusses the relationship between PSDs of the original OFDM signal and clipping noise, and how it affects the channel model, but does not directly evaluate the channel model.","#### <span id=""page-3-0""></span>B. Channel Model",145,145,"II. SYSTEM MODEL > <span id=""page-2-1""></span>A. DCO-OFDM Signal Model > <span id=""page-3-0""></span>B. Channel Model",,,wireless_fso,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_023,8C,channel_modeling_evaluation,channel gap,fuzzy:90.9090909090909,DIRECT,"The snippet directly describes a channel model for terrestrial scenarios, including the total channel gain for a communication link distance of D, which is a direct description of a channel model.","For terrestrial scenarios, the FSO signal propagates through an atmospheric channel, where propagation impairments originate from the atmospheric attenuation, turbulence, geometric loss, etc. In addition, the interfaces between electrical and optical signal also contribute to the channel gain, e.g., the responsivity of PD. Therefore, the total channel gain for a communication link distance of D is written as",147,147,"II. SYSTEM MODEL > <span id=""page-2-1""></span>A. DCO-OFDM Signal Model > <span id=""page-3-0""></span>B. Channel Model",,,wireless_fso,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_023,8C,channel_modeling_evaluation,channel gap,fuzzy:90.9090909090909,DIRECT,"The snippet directly provides equations for the sensing channel gain, which is a direct description of a channel model.","While the communication channel in FSO-ISAC contains a sole Line-of-Sight (LoS) channel, the sensing channel incorporates the round trip from the FSO-ISAC transceiver to a target of distance D, and thus the sensing channel gain can be written as",181,181,"II. SYSTEM MODEL > <span id=""page-2-1""></span>A. DCO-OFDM Signal Model > <span id=""page-3-0""></span>B. Channel Model",,,wireless_fso,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_023,8C,channel_modeling_evaluation,channel gap,fuzzy:90.9090909090909,INDIRECT,"The text calculates the spectral efficiency based on the ergodic channel capacity, which is related to the channel model, but does not directly evaluate the channel model.","<span id=""page-4-9""></span>where  $P(k) = \mathbb{E}(|X(k)|^2)$  denotes the power allocated to the kth subcarrier [38]. As  $H_c$  is proportional to the stochastic scintillation  $L_t(D)$ , the SNDR  $\gamma_c(k)$  in (21) is also a stochastic process. To obtain a deterministic performance metric for communication subsystem, we calculate the spectral efficiency based on the ergodic channel capacity with constant transmit power as [39]",211,211,"II. SYSTEM MODEL > <span id=""page-2-1""></span>A. DCO-OFDM Signal Model > <span id=""page-3-0""></span>B. Channel Model > C. Communication Subsystem",,,wireless_fso,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_023,8C,channel_modeling_evaluation,channel gap,fuzzy:90.9090909090909,INDIRECT,"The concept of channel modeling evaluation is indirectly related to the numerical results provided for the proposed DCO-OFDM scheme, as it involves the calculation of channel gains using a physical model.","<span id=""page-8-0""></span>This section provides numerical results to evaluate the proposed DCO-OFDM scheme for FSO-ISAC. As shown in Table I, we consider a terrestrial scenario where a 905-nm LiDAR is adopted as the FSO-ISAC transceiver. The guard interval maintains an unambiguous distance of  $cT_g/2 = 300$  m, and the total bandwidth B is fixed as the number of subcarriers changes. Moreover, while the statistical properties of channel gain can be obtained by consecutive observations and feedback in practical systems, the channel gain for resource allocation is generated by the physical model in Section II-B. Specifically, supposing that the target is located at a distance of D = 200 m, the stationary channel gains can be calculated as  $H_c/\tilde{L}_t(D) = -2.17$  dB and  $H_s/\tilde{L}_t(2D) = -23.2$  dB for the communication subsystem and the sensing subsystem,",660,660,"<span id=""page-8-2""></span>Algorithm 4 BCD Algorithm for Sensing-Centric Scenario > <span id=""page-8-1""></span>C. Power Allocation for Subcarriers > <span id=""page-8-5""></span>V. NUMERICAL RESULTS",,,wireless_fso,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_023,8C,channel_modeling_evaluation,channel gap,fuzzy:90.9090909090909,NONE,"The snippet does not directly or indirectly relate to the concept of channel modeling evaluation, as it focuses on the convergence of dual variables and sensing precisions without explicit channel modeling or evaluation.","respectively. Besides, the stochastic parts of communication and sensing channel gains are replaced by  $\tilde{L}_t(D) = -4.88$  dB and  $\tilde{L}_t(2D) = -9.90$  dB, respectively. Subsequently, we investigate the convergence of proposed algorithms, optimal resource allocation, computational complexity, and robustness to channel variations in Sections V-A–V-D, respectively.",691,691,"<span id=""page-8-2""></span>Algorithm 4 BCD Algorithm for Sensing-Centric Scenario > <span id=""page-8-1""></span>C. Power Allocation for Subcarriers > <span id=""page-8-5""></span>V. NUMERICAL RESULTS",,,wireless_fso,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_024,8C,channel_modeling_evaluation,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,cabled_fibre,True,True,True,bridge,INDIRECT,,,False
O_ISAC_025,8C,channel_modeling_evaluation,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,cabled_fibre,True,True,True,bridge,INDIRECT,,,False
O_ISAC_026,8C,channel_modeling_evaluation,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,hybrid,True,True,True,bridge,INDIRECT,,,False
O_ISAC_027,8C,channel_modeling_evaluation,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,hybrid,True,True,True,bridge,INDIRECT,,,False
