paper_id,section,challenge_domain,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,medium,has_section5_signal,has_section6_signal,has_section7_signal,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_006,8A,standardization_interoperability,interop,fuzzy:85.71428571428572,INDIRECT,"The provided snippets discuss various research studies and field trials related to optical fiber sensing and communication systems, but do not explicitly mention standardization or interoperability. However, the fact that these studies are being conducted and published in reputable journals and conferences implies an indirect relationship with standardization and interoperability, as these concepts are often crucial for the widespread adoption and integration of such technologies.","- [26] E. Ip, Y K. Huang, T. Wang, et al., ""Distributed Acoustic Sensing for Datacenter Optical Interconnects using Self-Homodyne Coherent Detection,"" Optical Fiber Communications Conference and Exhibition (OFC), 2022, pp. W1G-4.",187,187,REFERENCES,,,cabled_fibre,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_007,8A,standardization_interoperability,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,cabled_fibre,True,True,True,bridge,INDIRECT,,,False
O_ISAC_008,8A,standardization_interoperability,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,hybrid,True,True,True,bridge,INDIRECT,,,False
O_ISAC_009,8A,standardization_interoperability,standardization,lexical,INDIRECT,"The provided snippet discusses various research papers related to GaN/InGaN core–shell nanowire-based µLEDs, visible light communication, and positioning systems. While these topics are relevant to technology and innovation, the concept of standardization and interoperability is only indirectly referenced through the mention of a 'roadmap for international standardization' in one of the cited papers. This implies that standardization is a consideration in the development and implementation of these technologies, but it is not the primary focus of the snippet.","- <span id=""page-15-21""></span>[\[23\]](#page-1-8) J. Armstrong, Y. A. Sekercioglu, and A. Neild, ""Visible light positioning: A roadmap for international standardization,"" *IEEE Commun. Mag.*, vol. 51, no. 12, pp. 68–73, Dec. 2013.",704,704,"<span id=""page-14-3""></span>G. Overall Communication Functionality > VII. CONCLUSION AND FUTURE OPPORTUNITIES > REFERENCES",,,wireless_vlc,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_010,8A,standardization_interoperability,standardising,fuzzy:92.3076923076923,INDIRECT,"The text mentions various fiber types and technologies, such as double-clad fiber, standard single-mode fiber, and radio-over-fiber, which are related to standardization and interoperability in the context of power over fiber systems.","In recent years, PoF schemes based on double-clad fiber (DCF), standard single-mode fiber (SSMF), multi-mode fiber (MMF), multicore fiber (MCF), and hollow-core fiber (HCF) with RoF technology have been demonstrated [10-19]. For the PoF scheme based on DCF, a 60-W and 150-W energy light at 808 nm can be delivered through the 105 µm or 125 µm inner cladding with a large core region. Meanwhile, the 64-level quadrature amplitude modulation orthogonal frequency division multiplexing (64 QAM-OFDM) RF signal at 1550 nm at the 8 µm or 9 µm single-mode core, with a data rate of 54 Mbit/s have been achieved over 300 m or 1 km DCF [10, 11]. Since it is hard to extract optical power effectively from the inner cladding, the transmission loss of the energy light is high, although the data signal maintains good performance. In [12], a 10W power light at 1550 nm co-transmission with a 2.45-GHz 64 QAM-OFDM signal at 1310 nm has been demonstrated over 2-km MMF with the data rate limited to 54 Mbit/s, due to the intermodal dispersion of MMF. The cotransmission of 10-W energy light at 1064-nm and 1.5-Gbit/s 5G NR signal at 1550-nm over a 1-km SSMF through wavelength division multiplexing (WDM) has been reported [13]. However, SSMF cannot transmit high-power light due to the power threshold limitations of stimulated Raman scattering (SRS) and stimulated Brillouin scattering (SBS). The power-over-MCF scheme can co-transmit energy and signal light over individual cores using space division multiplexing (SDM) technology [14,15]. Although the transmission energy light is 60 W over 1 km of 7-core fiber, the rate of signal light is only 9 Gbit/s, which does not meet the requirements of high-speed optical transmission. In the HCF scheme [16], there is no degradation in the co-transmission with energy light in terms of the extreme low nonlinear effects. However, the attenuation of the HCF would be a problem for the OPTE of the PoF link. Weakly coupled MCF integrates multiple SMFs through SDM to reduce the inter-core crosstalk (XT), which can significantly increase the data signal rate and energy light transmission efficiency to meet the high-speed and high-power transmission needs [17, 18]. Moreover, multiple advanced modulation formats, such as pulse amplitude modulation (PAM), carrier-less amplitude phase modulation (CAP), and discrete multitone modulation (DMT), are the research focuses of high-rate and high-power co-transmission with fiber [19, 20].",87,87,High-speed DMT signal and power-over-fiber simultaneous transmission over weakly-coupled multicore Fiber > I. INTRODUCTION,,,cabled_fibre,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_010,8A,standardization_interoperability,interop,fuzzy:85.71428571428572,NONE,The text is a list of references and does not contain any information related to standardization or interoperability.,"- [2] R. Altuna, J. D. López-Cardona, and C. Vázquez, ""Monitoring of Power Over Fiber Signals Using Intercore Crosstalk in AroF 5G NR Transmission,"" J. Lightwave Technol, 41(23), 7155 (2023).",164,164,REFERENCES,,,cabled_fibre,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_010,8A,standardization_interoperability,standardising,fuzzy:92.3076923076923,INDIRECT,"The text discusses power over fiber systems using different types of fibers, which implies a need for standardization and interoperability to ensure compatibility and efficient data transmission.","- [13] H. L. Yang, D. Peng, Y. W. Qin, J. P. Li, M. Xiang, O. Xu, and S. N. Fu, ""10-W power light co-transmission with optically carried 5G NR signal over standard single-mode fiber"", Opt. Letters 46(20), 5116 (2021).",176,176,REFERENCES,,,cabled_fibre,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_010,8A,standardization_interoperability,interop,fuzzy:85.71428571428572,NONE,The text is a list of references and does not contain any information related to standardization or interoperability.,"- [20] D. Zou and Y. Chen, ""Comparison of Bit-Loading DMT and Pre-Equalized DFT-Spread DMT for 2-km Optical Interconnect System,"" J. Lightwave Technol. 37(10), 2194 (2019).",183,183,REFERENCES,,,cabled_fibre,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_010,8A,standardization_interoperability,standards,fuzzy:88.88888888888889,INDIRECT,"The concept of standardization_interoperability is indirectly related to the provided snippets, as they discuss various optical interconnect systems, fiber coatings, and power over fiber transmission, which may involve standardization for interoperability, but it is not explicitly mentioned.","- [22] M. Wada, K. Kurokawa, T. Matsui, K. Omoto, H. Iida, and K. Nakajima, ""Standard Cladding Diameter 4-Core Fiber Based Power Over Fiber and Bi-Directional Data Transmission,"" J. Lightwave Technol. 42 (23), 8414 (2024).",185,185,REFERENCES,,,cabled_fibre,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_011,8A,standardization_interoperability,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,hybrid,True,True,True,bridge,INDIRECT,,,False
O_ISAC_012,8A,standardization_interoperability,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,wireless_fso,True,True,True,bridge,INDIRECT,,,False
O_ISAC_013,8A,standardization_interoperability,standards,fuzzy:88.88888888888889,NONE,"The snippet discusses the theory of Pearson-CC in the context of vibration demodulation in OFDR, without mentioning standardization or interoperability.","The essence of vibration demodulation in OFDR is to detect local RBS variation between the reference no-vibrated signal and the test vibrated signal, which can be evaluated by the Pearson-CC. We assume that there are two n-point discrete sequences  $X_i$  and  $Y_i$ , the mean values of them are, respectively,  $\bar{X}$  and  $\bar{Y}$ , and the standard deviation of them are, respectively,  $\sigma_X$  and  $\sigma_Y$ . The Pearson-CC represented by R is defined as [44]",122,122,*A. Basic Theory of OFDR* > B. Theory of the Pearson-CC,,,cabled_fibre,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_013,8A,standardization_interoperability,interop,fuzzy:85.71428571428572,NONE,"The snippet provides a list of references related to distributed acoustic sensing and optical pulse compression time-domain reflectometry, but does not discuss standardization or interoperability.","- [36] Z. Zhang, X. Fan, and Z. He, ""Long-range and wide-band vibration sensing by using phase-sensitive OFDR to interrogate a weak reflector array,"" *Opt. Exp.*, vol. 28, no. 12, pp. 18387–18396, Jun. 2020.",344,344,*C. Vibration Amplitude Calibration* > V. CONCLUSION > REFERENCES,,,cabled_fibre,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_014,8A,standardization_interoperability,standardising,fuzzy:92.3076923076923,INDIRECT,"The concept of standardization_interoperability is indirectly related to the context, which discusses the application of Power over Fiber (PoF) technology in Power Grid infrastructure, highlighting its potential for low-power consumption and emergency rescue. The mention of 'standard single mode fiber' implies a level of standardization, but it is not the primary focus.","*Abstract***—In this paper, we experimentally demonstrate the standard single mode fiber based PoF system with 10W optical power and 155 Mb/s data rate transmitted simultaneously over 1 km. The high-speed data signal is generated from an commercial optical module with combination of the optical switch applied in the Power Grid infrastructure. The experimental results show the potential application of PoF technology for Power Grid to provide the the low-power consumption inline performance monitoring or electrical power supply under emergency rescue etc.**",15,15,Experimental Demonstration of Power over Fiber for Power Grid Application,,,cabled_fibre,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_014,8A,standardization_interoperability,interop,fuzzy:85.71428571428572,INDIRECT,"Similar to the first snippet, this context discusses the power grid and the application of PoF technology, including its potential for providing electrical power supply and data transmission. The concept of standardization_interoperability is implied through the discussion of interconnected networks and the use of standardized technologies like optical fiber, but it is not explicitly addressed.","Electricity systems form the basic infrastructure of modern societies. Grids and distribution networks are often large, reaching almost every home, office and factory. The power grid can be defined as the entire installation of wires and machinery connecting the source of electricity (i.e., the power plant) to the customers and their myriad needs[1]. Power grids are interconnected networks for delivering electricity from stations to consumers. A power grid usually consists of transformers, power towers, overhead transmission lines and distribution lines[2]. The power over fiber (PoF) systems with high optical power delivery and high-speed data transmission simultaneously over optical fiber have been gained a lot of attractions in various scenarios, including the mobile fronthaul in 5G/6G systems , electrical power supply for hazard environments in Power Grid [3], internet of things (IoT) in industry [4], and so on. PoF technology can provide an optical fiber link to remote sites for some low power-consumption devices, (such as telecommunication equipment, mobile antennas, sensors, or monitors) with data transmission as well as electrical powering and then eliminating the need for metal wires or on-site power [5,6].",21,21,Experimental Demonstration of Power over Fiber for Power Grid Application > I. INTRODUCTION,,,cabled_fibre,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_014,8A,standardization_interoperability,standardising,fuzzy:92.3076923076923,INDIRECT,"This snippet is nearly identical to the second one, with the same discussion on power grids, PoF technology, and its applications. The implication of standardization_interoperability remains indirect, as the focus is on the technology's applications rather than the standards governing its implementation.","In the past few years, double-cladding fiber (DCF), standard single-mode fiber (SSMF), multimode fiber (MMF) and multi-core fiber (MCF) based PoF systems have been demonstrated widely. In the DCF-based systems, a data rate of 54 Mbit/s and optical power of 150 W has reported over 1 km DCF with the power transfer efficiency (PTE) of 19.46% [7,8]. For the SSMF-based PoF systems, the co-transmission of 1064 nm energy light and 1550 nm signal light over 1 km was achieved with an optical transmission efficiency (OTE) of 71.8 %, which can generate an electrical power of 2.51 W . For the MMF based demonstration. Meanwhile, for the MCFbased PoF experiment, high optical power delivery and electrical power conversion of 11.9 W has been shown in the PoF system with co-propagating a 64-ary quadrature amplitude modulation orthogonal frequency division multiplexing (64QAM OFDM) signal through a 1 km 7-core MCF [9,10,11]. However, for the optical transmission system deployed in the Power Grid, the most used optical fiber is the SSMF. Thus, it is desired to study the PoF performance in SSMF link for the Power Grid scenarios.",23,23,Experimental Demonstration of Power over Fiber for Power Grid Application > I. INTRODUCTION,,,cabled_fibre,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_014,8A,standardization_interoperability,standardising,fuzzy:92.3076923076923,NONE,"This snippet primarily consists of a figure description and does not contain any textual information that relates to the concept of standardization_interoperability. The context is about the experimental setup of an SSMF-based PoF system, which does not directly or indirectly address standardization or interoperability.","Fig. 1. Experimental setup of the SSMF based PoF system. CO: Central office, HPLD: High power laser diode, SSMF: Standard single mode fiber, PPC: Photovoltaic power converter, SFP: Small form pluggable, MUX: Multiplexer, DEMUX: Demultiplexer.",35,35,Experimental Demonstration of Power over Fiber for Power Grid Application > II. EXPERIMENTAL SETUP,,,cabled_fibre,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_014,8A,standardization_interoperability,standardising,fuzzy:92.3076923076923,INDIRECT,"The provided snippets discuss various research studies on power-over-fiber technology, optical data transmission, and 5G network applications, which imply the need for standardization and interoperability in these fields, but do not directly address the concept.","- [9] Yang H, Peng D, Qin Y, Li J, Xiang M, Xu O, Fu S. 10-W power light co-transmission with optically carried 5G NR signal over standard single-mode fiber. Opt Lett. 2021 Oct 15;46(20):5116-5119.",79,79,III. RESULTS AND DISCUSSION > ACKNOWLEDGMENT > REFERENCES,,,cabled_fibre,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_015,8A,standardization_interoperability,standards,fuzzy:88.88888888888889,NONE,"The snippet discusses mathematical modeling of position vectors and distributions, with no mention of standardization or interoperability.","where  $(x_i,y_i,z_i)$  and  $(x_{i_j,g},y_{i_j,g},z_{i_j,g})$  represent position vectors for AP and user locations, respectively. According to [17],  $\alpha$  can be modeled using the truncated Laplace distribution with the mean and standard deviation of 41° and 9°, respectively. Its value is typically restricted to the range  $[0,\pi/2]$ .  $\beta$  follows a uniform distribution with  $\beta U[-\pi,\pi]$ .",70,70,"A. Network Model > B. Blockage and Mobility Model > <span id=""page-1-3""></span><span id=""page-1-0""></span>C. Channel Model",,,wireless_vlc,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_016,8A,standardization_interoperability,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,hybrid,True,True,True,bridge,INDIRECT,,,False
O_ISAC_017,8A,standardization_interoperability,standards,fuzzy:88.88888888888889,NONE,The text does not mention standardization or interoperability. It discusses a neural network and signal processing in the context of optical fiber propagation.,"transmission distance divided by step size of the SSFM, which represents the distance resolution of the optical fiber propagation. By doing that a neural network can be built. Then, the error function I can be calculated by using the output signal E that is obtained by the neural network and the reference signal  $\hat{E}$ , which is defined as:  $I = \arg\min \|E - \widehat{E}\|^2$ . In order to obtain the accurate reference signal  $\widehat{E}$ , the phase noise consisting of two parts is reload to training sequence. One part phase noise is estimated in CPR by using the blind phase search (BPS) technique. The other part phase rotation is caused by the DNN-based DBP compensation network, which can be found by pre-compensation. By doing so, the difference between the two signals is whether it contains dispersion and nonlinear damage. Finally, make the output signal as similar as possible to the reference signal is our goal, which can be regarded as a classic supervised machine learning. For neural network training process, all  $\beta^*$  and  $\gamma^*$  are set to averaged values of estimated total dispersion and 0 as initial values. The number of iterations and learning rate  $\mu$  are set to 50 and 0.0001. Therefore, for kth step (where k = 1, 2 ... N) of DBP in DNN, the estimated parameters for linear and nonlinear compensation, namely  $\beta_k^*$  and  $\gamma_k^*$ , can be optimized based on  $\beta_k^*(m+1) = \beta_k^*(m) - \mu \cdot \partial I/\partial \beta_k^*(m)$ ,  $\gamma_k^*(m+1) = \gamma_k^*(m) - \mu \cdot \partial I/\partial \gamma_k^*(m)$ , where m is the update times,  $\mu$  is the learning rate. The optimized  $\gamma^*$  and  $\beta^*$  values can be used to standard DBP module for nonlinear compensation. Then, the signal is recovered through the subsequent DSP process and the bit error rate is applied to check the compensation effect. At the same time, the characteristics of the  $\beta^*$  and  $\gamma^*$  parameters can be used to estimate dispersion distribution and detect abnormal loss.",33,33,**2. Double-effect DNN-based DBP scheme for ISAC**,,,cabled_fibre,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_018,8A,standardization_interoperability,,upstream_bridge,INDIRECT,Cross-section bridge from S5;S6;S7 outputs.,,,,,section5_6_7_bridge,S5;S6;S7,hybrid,True,True,True,bridge,INDIRECT,,,False
O_ISAC_019,8A,standardization_interoperability,interop,fuzzy:85.71428571428572,NONE,"The text primarily discusses the evaluation of RF bandwidth, power deviation, and intermodulation, without mentioning standardization or interoperability.","Additionally, we tested and analyzed the third-order intermodulation (IM3) as shown in Fig. 5(d). We used a two-tone signal at frequencies of 13 GHz and 15 GHz with power of -0.8 dBm. The IM3 power was -24.2 dBm. To receive the radar echo effectively allowed by the dynamic range of analog-to-digital conversion (ADC), the intermodulation signal must be weaker than the radar echo to ensure sufficient signal-to-interference ratio. This can be addressed by reducing the modulation index or applying linearized modulation technique.",95,95,II. PRINCIPLE > A. Downlink > III. SIMULATION,,,cabled_fibre,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_019,8A,standardization_interoperability,interop,fuzzy:85.71428571428572,NONE,This snippet appears to be a figure caption or a brief description of experiment setup and does not contain any information related to standardization or interoperability.,- (d) Intermodulation spectrum of two-tone test.,112,112,II. PRINCIPLE > A. Downlink > III. SIMULATION,,,cabled_fibre,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_020,8A,standardization_interoperability,standards,fuzzy:88.88888888888889,INDIRECT,"The concept of standardization_interoperability is indirectly related to the context, which discusses the compatibility of distributed fiber optic sensing technology with commercial optical fiber networks, implying a level of standardization.","Distributed fiber optic sensing technology can be used for the sensing part of the photonic ISAC systems due to its inherent compatibility with the commercial optical fiber networks. It can use standard telecommunication optical fibers as the sensing elements without changing the current fiber networks. With the distributed sensing technique, the whole fiber can be seen as the interrogator, thus we can obtain a large number of sensing elements along the fiber for joint analysis. In fact, the distributed sensing scheme using standard optical fibers has attracted lots of research attention in the last decade, owing to its numerous sensing elements and outstanding performance from the inherent property of optical fiber. It has shown great potential in various applications, though most of which are terrestrial in the beginning. Recently, researchers develop various fiber sensing technologies and start to use them for ocean-related studies, such as offshore earthquake detection [4,5], ocean dynamics [6,7], hydroacoustics [8,9], etc. For the sensing part of the proposed photonic ISAC system in this work, Rayleigh backscattering of the submarine fiber is utilized to measure the surrounding acoustic or vibration signals with a highly coherent optical source. This capability of dynamic parameter sensing enables us to detect and monitor various coastal and oceanic events. The basic principle to perform the distributed sensing in the photonic ISAC is based on the Phi-OTDR technology, which is similar to a 1D radar system in an optical fiber [9–12]. Figure 2 shows the principle and testbed of our photonic ISAC, from which we can notice that the optical communication and sensing parts are in the same rack but work independently in different wavelength channels without interference. As shown in Fig. 2(iv), to perform the distributed acoustic or vibration sensing function, a coherent optical probe pulse is sent into the underwater fiber periodically. Due to the Rayleigh scattering property of silica fiber, the specific backscattering signal from each gauge point is received at a different time within a cycle, forming a speckle-like pattern. The amplitude and phase of the Rayleigh backscattering signal can be demodulated with coherent detection technology. It should be noticed that the coherent detection scheme is essential for phase demodulation in both optical communication and sensing systems. Specifically, homodyne detection and heterodyne detection are the two commonly used coherent detection methods for phase demodulation. In the optical systems with coherent detection, a portion of the laser source as the LO light is mixed with the received optical signals before entering the photodetector. After that, a few simple algorithms and operations, such as frequency mixing, band-pass and lowpass filtering, and trigonometric and unwrapping operations, can be adopted to retrieve the optical phase information. When there is external vibration or acoustic signal around the sensing fiber, the recovered phase change is found linear to the external vibration at a certain location. With simple frequency filtering operation and time-frequency analysis of the demodulated sensing signals, most of the acoustic or vibration signals can be detected and measured. Aiming at marine applications, distributed fiber sensing with outstanding performance is needed, e.g., with longer distance and better sensitivity [10]. Advanced optical communication techniques and machine learning algorithms are recently introduced to distributed fiber sensing for better signal-to-noise ratio (SNR) and pattern recognition function [11, 12]. Besides, due to the multi-source feature of distributed fiber sensing, signal enhancement and direction cognition techniques have been developed for underwater acoustic source localization [13, 14]. All of these prove that the sensing part of the photonic ISAC system can be qualified for coastal and marine applications.",51,51,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > Photonic IntegratedSensingandCommunication TechnologyUsingSubmarineOpticalCables,,,cabled_fibre,True,True,True,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
