paper_id,section,macro_domain,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,medium,application_domains_json,application_domains_canonical,macro_domains_json,scenario_description,scenario_labels,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_016,7E,space_satellite,space communication,fuzzy:89.47368421052632,NONE,"The text describes a photonics-aided ISAC transmission system, but does not mention space satellites.","This study experimentally demonstrates a photonics-aided ISAC transmission system at the D band (110-170 GHz), which integrates high-speed real-time communication and high-resolution offline sensing. The proof-of-concept experimental results indicate that a pair of FDM-based sub-THz ISAC signals is successfully transmitted over a 10.3-m wireless distance through a multiple-input multiple-output construction. We successfully achieve a real-time 251.03- Gbps communication rate based on an ultra-wideband fiber-THz-fiber transmission architecture we proposed [9]. Meanwhile, an offline 2.5-cm radial resolution is realized by using an optical frequency comb (OFC) to eliminate the frequency offset and phase noise caused by the free-ruing laser beats. To the best of our knowledge, this is the first achievement of integrating 200 Gbps-scale communication and cm-scale sensing.",39,39,Demonstration of Photonic Sub-THz ISAC System with Real-Time 251.03-Gbps Communication Rate and Offline 2.5-cm Sensing Resolution > I. INTRODUCTION,,,hybrid,6g_networks,6g_networks,,Photonic sub-THz ISAC system for high-speed real-time communication and high-resolution sensing,Photonic sub-THz ISAC system,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_018,7E,space_satellite,space communication,fuzzy:89.47368421052632,NONE,"The snippet does not mention space satellites or any related concepts, focusing instead on radio-over-fiber technology and its applications in communication networks.","Abstract—The radio access network requires high-speed transmission and multifunctionality to support the increasing demand for advanced communication services. Radio-over-fiber (RoF) technology fulfills these requirements by enabling the delivery of millimeter-wave (MMW) band wireless signals via optical fiber front-haul. This paper presents an ultra-simple RoF system that achieves the coexistence of distributed sensing and telecommunication. A commercially available coherent modulator achieves signal modulation and remote up-conversion by the beat between the residual carrier and the modulated radio signal. The linearfrequency modulated carrier enables distributed sensing while simultaneously serving as the beat tone of RoF communication, showcasing the potential for integrated sensing and communication (ISAC) applications in next-generation radio access networks. We demonstrate the sensing and transmission performance over a 10-km fiber link and a 1-m wireless MMW channel. The system achieves a distributed sensing detection sensitivity of 28 p $\varepsilon/\sqrt{\text{Hz}}$ and supports 1.6 GBaud 16 QAM radio transmission in the Kaband of 28 GHz.",9,9,Coexistence of Distributed Sensing and Ultra-Simple Coherent RoF Based Front-Haul for Radio Access Network,,,hybrid,vehicular,vehicular,automotive_transportation,Distributed sensing and RoF communication for radio access networks,Distributed sensing and RoF communication,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_019,7E,space_satellite,satellite communication,fuzzy:88.23529411764706,NONE,No mention of space satellite in the context.,Telecommunications,10,10,Full-duplex Integrated Sensing and Communication System Based on Microwave Photonics,,,cabled_fibre,industrial_manufacturing,industrial_manufacturing,automotive_transportation;smart_infrastructure,"The proposed system can be used in various fields such as intelligent transportation, environmental monitoring, and extended reality.",Indoor ISAC System,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_019,7E,space_satellite,satellite communication,fuzzy:88.23529411764706,NONE,No mention of space satellite in the context.,Telecommunications,17,17,Full-duplex Integrated Sensing and Communication System Based on Microwave Photonics,,,cabled_fibre,industrial_manufacturing,industrial_manufacturing,automotive_transportation;smart_infrastructure,"The proposed system can be used in various fields such as intelligent transportation, environmental monitoring, and extended reality.",Indoor ISAC System,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_019,7E,space_satellite,satellite communication,fuzzy:88.23529411764706,NONE,No mention of space satellite in the context.,Telecommunications,24,24,Full-duplex Integrated Sensing and Communication System Based on Microwave Photonics,,,cabled_fibre,industrial_manufacturing,industrial_manufacturing,automotive_transportation;smart_infrastructure,"The proposed system can be used in various fields such as intelligent transportation, environmental monitoring, and extended reality.",Indoor ISAC System,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_019,7E,space_satellite,satellite communication,fuzzy:88.23529411764706,NONE,No mention of space satellite in the context.,Telecommunications,31,31,Full-duplex Integrated Sensing and Communication System Based on Microwave Photonics,,,cabled_fibre,industrial_manufacturing,industrial_manufacturing,automotive_transportation;smart_infrastructure,"The proposed system can be used in various fields such as intelligent transportation, environmental monitoring, and extended reality.",Indoor ISAC System,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_019,7E,space_satellite,satellite connectivity,fuzzy:86.36363636363636,NONE,"The snippet does not mention space satellites or any related concepts, focusing instead on 6G technology, ISAC, and microwave photonic technology.","The emergence of 6G as the next generation of intelligent integrated digital information infrastructure is driven by the synergy with artificial intelligence, big data, advanced computing, and other information technologies. This convergence aims to achieve a deep integration of communication and sensing, as well as computing and control. Consequently, 6G is expected to fulfill the vision of ""intelligent connectivity of everything and digital twins.""",41,41,I. INTRODUCTION,,,cabled_fibre,industrial_manufacturing,industrial_manufacturing,automotive_transportation;smart_infrastructure,"The proposed system can be used in various fields such as intelligent transportation, environmental monitoring, and extended reality.",Indoor ISAC System,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_020,7E,space_satellite,satellite communication systems,fuzzy:85.71428571428572,NONE,"The snippet does not mention space satellites, instead focusing on ocean wave analysis using submarine telecommunication fiber and photonic ISAC systems.","The pre-existing submarine telecommunication fiber cables with distributed sensing technology provide researchers with a new approach to studying the ocean wave phenomena, including ocean surface gravity waves and ocean seismic waves [5, 6]. With the photonic ISAC system, we are able to detect and analyze different small ocean signals using the mass submarine optical fiber networks without invading the current optical communication systems.",61,61,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > Ocean Wave AnalysisUsing Photonic ISAC withSubmarine Telecommunication Fiber,,,cabled_fibre,environmental_monitoring;oceanography;geophysics,environmental_monitoring;oceanography;geophysics,smart_infrastructure;underwater_harsh,Coastal event monitoring using submarine fiber optic cables,Ocean wave analysis,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_022,7E,space_satellite,space communication,fuzzy:89.47368421052632,NONE,"The provided snippet does not mention space satellites directly or indirectly. It discusses communication systems, sub-millimetre waves, MIMO technologies, terahertz communications, and optical wireless communication, but does not relate these concepts to space satellites.","The sensing and communication functions are usually designed and implemented separately, on different hardware that operate on distinct frequency bands. However, the emergence of sub-millimetre waves and massive multiple-input multiple-output (MIMO) technologies is paving the way for communication systems with increased angular and temporal resolution providing high-accuracy sensing and high-speed data transmission over the same frequency band by using the same hardware. For this purpose, several critical technologies have been identified, such as terahertz communications which operate over a wide spectrum from 0.1 to 10 THz and provide high transmission rates, good resilience to interference along with easy integration of high-performance communication and sensing [3], [4], [5].",23,23,Joint Visible Light Sensing and Communication Using *m*-CAP Modulation > I. Introduction,,,wireless_vlc,indoor_positioning,indoor_positioning,indoor_environments,The system is designed for indoor positioning and communication in a 4m x 4m x 2.5m room.,Indoor positioning and communication,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_023,7E,space_satellite,space communication,fuzzy:88.23529411764706,NONE,"The snippet does not mention space satellites, it discusses FSO-ISAC and LiDAR technology, which is unrelated to space satellites.","<span id=""page-1-15""></span><span id=""page-1-0""></span>In this section, we introduce the system model of the DCO-OFDM scheme for FSO-ISAC. Taking the ITS system in Fig. [1](#page-2-0) as an example, the FSO-ISAC transceiver is based on a LiDAR, which provides active sensing abilities for both cooperative and uncooperative targets. Moreover, once the communication receiver of cooperative target is not obstructed, a communication link can be established to achieve sensing– communication integration. The DCO-OFDM signal model is first introduced in Section [II-A,](#page-2-1) where the nonnegative clipping is modeled to elicit an equivalent frequency-selective channel. Subsequently, the channel model, the communication",53,53,II. SYSTEM MODEL,,,wireless_fso,vehicular,vehicular,automotive_transportation,Intelligent transportation systems,"Outdoor FSO, 200m, Clear",meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_026,7E,space_satellite,satellite communication,lexical,INDIRECT,"The mention of 'LEO Satellite Communication' implies a connection to space satellites, but it is not a direct reference to a space satellite itself.","Shanghai ERC of LEO Satellite Communication and Applications, Shanghai CIC of LEO Satellite Communication Technology, Fudan University.",9,9,W-band Photonic-based Integration of Sensing and Communication with Frequency-division Multiplexed Waveforms in Fiber-wireless Integrated Network > Boyu Dong,,,hybrid,vehicular;industrial_manufacturing;6g_networks,vehicular;industrial_manufacturing;6g_networks,automotive_transportation;smart_infrastructure,"The proposed system can be used in various applications such as smart cities, vehicle-to-everything, and industrial manufacturing.",W-band Photonic-based ISAC System,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_026,7E,space_satellite,satellite communication,lexical,INDIRECT,"Similar to the first snippet, the mention of 'LEO Satellite Communication' suggests a connection to space satellites, but it is not a direct reference.","Shanghai ERC of LEO Satellite Communication and Applications, Shanghai CIC of LEO Satellite Communication Technology, Fudan University.",16,16,W-band Photonic-based Integration of Sensing and Communication with Frequency-division Multiplexed Waveforms in Fiber-wireless Integrated Network > Boyu Dong > Guoqiang Li,,,hybrid,vehicular;industrial_manufacturing;6g_networks,vehicular;industrial_manufacturing;6g_networks,automotive_transportation;smart_infrastructure,"The proposed system can be used in various applications such as smart cities, vehicle-to-everything, and industrial manufacturing.",W-band Photonic-based ISAC System,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_026,7E,space_satellite,satellite communication,lexical,INDIRECT,"The mention of 'LEO Satellite Communication' and 'Shanghai ERC of LEO Satellite Communication and Applications' implies a connection to space satellites, but it is not a direct reference to a space satellite.","Shanghai ERC of LEO Satellite Communication and Applications, Shanghai CIC of LEO Satellite Communication Technology, Fudan University. Key Laboratory of EMW Information (MoE), Fudan University Shanghai, China e-mail: hpwang@fudan.edu.cn",23,23,HaiPeng Wang,,,hybrid,vehicular;industrial_manufacturing;6g_networks,vehicular;industrial_manufacturing;6g_networks,automotive_transportation;smart_infrastructure,"The proposed system can be used in various applications such as smart cities, vehicle-to-everything, and industrial manufacturing.",W-band Photonic-based ISAC System,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_026,7E,space_satellite,satellite communication,lexical,INDIRECT,"The mention of 'LEO Satellite Communication' and 'Shanghai ERC of LEO Satellite Communication and Applications' suggests a connection to space satellites, but it is not a direct reference to a space satellite.","Shanghai ERC of LEO Satellite Communication and Applications, Shanghai CIC of LEO Satellite Communication Technology, Fudan University.",27,27,HaiPeng Wang > Junlian Jia,,,hybrid,vehicular;industrial_manufacturing;6g_networks,vehicular;industrial_manufacturing;6g_networks,automotive_transportation;smart_infrastructure,"The proposed system can be used in various applications such as smart cities, vehicle-to-everything, and industrial manufacturing.",W-band Photonic-based ISAC System,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_026,7E,space_satellite,satellite communication,lexical,INDIRECT,"The mention of 'LEO Satellite Communication and Applications' and 'LEO Satellite Communication Technology' implies a connection to space satellites, but it does not directly mention a space satellite.","Shanghai ERC of LEO Satellite Communication and Applications, Shanghai CIC of LEO Satellite Communication Technology, Fudan University. Key Laboratory of EMW Information (MoE), Fudan University",34,34,Jianyang Shi,,,hybrid,vehicular;industrial_manufacturing;6g_networks,vehicular;industrial_manufacturing;6g_networks,automotive_transportation;smart_infrastructure,"The proposed system can be used in various applications such as smart cities, vehicle-to-everything, and industrial manufacturing.",W-band Photonic-based ISAC System,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_026,7E,space_satellite,satellite communication,lexical,INDIRECT,"Similar to the first snippet, the mention of 'LEO Satellite Communication and Applications' and 'LEO Satellite Communication Technology' suggests a relationship with space satellites, but it does not explicitly mention a space satellite.","Shanghai ERC of LEO Satellite Communication and Applications, Shanghai CIC of LEO Satellite Communication Technology, Fudan University. Key Laboratory of EMW Information (MoE), Fudan University",42,42,Jianyang Shi > Junwen Zhang\*,,,hybrid,vehicular;industrial_manufacturing;6g_networks,vehicular;industrial_manufacturing;6g_networks,automotive_transportation;smart_infrastructure,"The proposed system can be used in various applications such as smart cities, vehicle-to-everything, and industrial manufacturing.",W-band Photonic-based ISAC System,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
