paper_id,section,category,severity,reason,evidence
O_ISAC_173,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=0
O_ISAC_187,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_188,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_195,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_202,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_219,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=0
O_ISAC_245,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=0
O_ISAC_252,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_259,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_286,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_291,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_301,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_310,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_340,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=0
O_ISAC_347,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_348,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_354,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=0
O_ISAC_356,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_360,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=0
O_ISAC_368,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_379,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_381,2B,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=0
O_ISAC_088,2C,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=0
O_ISAC_106,2C,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_122,2C,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_123,2C,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=0
O_ISAC_135,2C,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=0
O_ISAC_146,2C,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_147,2C,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=0
O_ISAC_148,2C,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=0
O_ISAC_149,2C,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=0
O_ISAC_151,2C,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_157,2C,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_028,2D,METRIC_PLANE,MAJOR,osnr/snr co-mention,"abstract-driven by emerging applications originated from the internet technologies, artificial intelligence (ai), big data and so on, high-speed short-reach optical transmission so"
O_ISAC_080,2D,METRIC_PLANE,MAJOR,osnr/snr co-mention,*abstract***—we have proposed and experimentally validated an integrated scheme of in-band spectrum polarization sensing and standard coherent communication via fraction-division n
O_ISAC_111,2D,METRIC_ALIASING,MAJOR,delta z / delta r risk,"converted echoes and the reference digital lfm wave. in fig. 3(b) and fig. 3(d), the two objects can be clearly separated, while the correlation peaks in fig. 3(a) and fig. 3(c) ha"
O_ISAC_018,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_025,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_041,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_053,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_066,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=0
O_ISAC_089,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_095,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_098,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_102,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_105,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_119,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_128,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_139,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_157,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_158,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_167,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_195,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_220,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_245,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_276,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=0
O_ISAC_288,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
O_ISAC_303,2E,EVIDENCE_WEAK,MINOR,support gate failed,direct=0; indirect=1
