paper_id,section,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_003,4C,json:duplexing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level[0].integration.duplexing_mode,half_duplex,json,DIRECT,,,False
O_ISAC_005,4C,shared_resources,RP,lexical,NONE,"The text discusses 6G wireless networks, O-ISAC technologies, and FSO communication, but does not mention shared resources directly or indirectly.","The integration of FSO technology with unmanned aerial vehicles (UAVs) significantly enhances connectivity by enabling flexible and high-capacity communication links, particularly in challenging environments [3]. Various studies have demonstrated that UAV-to-everything (U2X) connections can be effectively achieved using FSO beams [4]. However, a critical challenge remains in optimizing UAV positioning within wireless networks. The UAV placement may be optimized by incorporating real-time sensing technologies by potentially leveraging the feedback signal generated from the light backscattered to the FSO transmitters. Given the growing demand for FSO links, it is crucial to recognize that not all FSO links can be feasibly paired with parallel RF transmission links, and vice versa. In fact, mixed FSO-RF relaying using UAVs is often seen as a versatile solution for enhancing communication networks, as it leverages the high-speed capabilities of FSO in the backhaul while ensuring reliability with RF links in the access link.",17,17,Integrated Sensing and Communication for UAV Trajectory Optimization in Mixed FSO-RF Networks in Dynamic Weather Conditions > I. INTRODUCTION,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_005,4C,shared_resources,RP,lexical,NONE,"The text focuses on LoS and NLoS transmission, channel modeling, and probability of LoS links, without any reference to shared resources.","$$P_{\mathrm{m}k}^{\mathrm{LoS}}(\theta_k) = \frac{1}{1 + \varpi_1 \exp\left(-\varpi_2[\theta_k - \varpi_1]\right)},\tag{4}$$",74,74,Integrated Sensing and Communication for UAV Trajectory Optimization in Mixed FSO-RF Networks in Dynamic Weather Conditions > I. INTRODUCTION > II. SYSTEM MODEL > C. UAV-User Communication,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_005,4C,shared_resources,RP,lexical,NONE,"The text provides mathematical expressions for LoS and NLoS links, but does not mention shared resources explicitly or implicitly.","where  $\varpi_1$  and  $\varpi_2$  are constant parameters that depend on carrier frequency and the communication environment, and  $\theta_k = \frac{180}{\pi} \times \sin^{-1}\left(\frac{h_{\rm m}}{d_{\rm m}k}\right)$  is the elevation angle between the kth user and the UAV. The distance  $d_{\rm m}k = \sqrt{(x_{\rm m}-x_k)^2+(y_{\rm m}-y_k)^2+h_{\rm m}^2}$  represents the separation between the kth user and the UAV, which has an altitude of  $h_{\rm m}$ . The path loss (PL) for the LoS and NLoS links can be expressed as [14]",76,76,Integrated Sensing and Communication for UAV Trajectory Optimization in Mixed FSO-RF Networks in Dynamic Weather Conditions > I. INTRODUCTION > II. SYSTEM MODEL > C. UAV-User Communication,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_005,4C,shared_resources,resource allocation,lexical,INDIRECT,"The text mentions the GBS serving all users while the UAV serves a portion of users, implying a shared resource allocation scenario, although it does not directly mention 'shared resources'.",## III. PROBLEM FORMULATION AND RESOURCE ALLOCATION,122,122,Integrated Sensing and Communication for UAV Trajectory Optimization in Mixed FSO-RF Networks in Dynamic Weather Conditions > III. PROBLEM FORMULATION AND RESOURCE ALLOCATION,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_005,4C,shared_resources,RP,lexical,NONE,"The provided snippet does not mention or imply the concept of shared resources. It appears to be a table or list of parameters related to wireless communication or signal transmission, with variables and values, but does not directly or indirectly relate to the concept of shared resources.","| Environment parameter          | $\varpi_1, \varpi_2$                                               | 12.08, 0.11   |",171,171,Integrated Sensing and Communication for UAV Trajectory Optimization in Mixed FSO-RF Networks in Dynamic Weather Conditions > B. Resource Optimization using Reinforcement Learning,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_006,4C,shared_resources,RP,lexical,NONE,"The snippet does not mention shared resources, it appears to be an acknowledgment section of a document, mentioning funding support.",This work is supported by the Science and Technology Project of State Grid Corporation of China (No. 5700- 202352265A-1-1-ZN).,156,156,ACKNOWLEDGMENT,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_006,4C,json:hardware_sharing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level[0].integration.hardware_sharing_mode,shared_frontend,json,DIRECT,,,False
O_ISAC_006,4C,json:duplexing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level[0].integration.duplexing_mode,full_duplex,json,DIRECT,,,False
O_ISAC_007,4C,shared_resources,RP,lexical,NONE,The snippet contains complex mathematical equations and does not mention shared resources.,$$\times (\frac{1}{w_s^{*2}} + \frac{ik}{2R_s^*}) + i\varphi_{total} - ik(2L_{total} - d_2)$$,93,93,I. INTRODUCTION > II. PRINCIPLE,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_007,4C,shared_resources,RP,lexical,NONE,The snippet provides definitions for various variables and does not mention shared resources.,"where  $w_s \approx w_s^*$ ,  $R_s \approx R_s^*$ ,  $d_1 = a_g w_d \sin 2\theta + b_g \sin 2\theta$ ,  $d_2 = w_d (1-\cos 2\theta)$ ,  $k = 2\pi/\lambda$ , is wave number,  $\varphi_{\text{total}}$  is the all attachment phase.  $L_{\text{total}}$  is the optical length of the reference optical field along the optical axis. There is an x-axis tilt angle  $\theta$  of the reflector. From coordinate system  $(x_2^*, y_2^*)$  to  $(x_s^*, y_s^*)$ , the",98,98,I. INTRODUCTION > II. PRINCIPLE,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_008,4C,shared_waveform,joint waveform,lexical,NONE,The snippet does not mention waveform in the context of the concept.,# **Wide-steering Integrated Sensing and Communication OPA-based Lidar Design with Joint Waveform and Thinned Antenna**,7,7,**Wide-steering Integrated Sensing and Communication OPA-based Lidar Design with Joint Waveform and Thinned Antenna**,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_008,4C,shared_waveform,joint waveform,lexical,INDIRECT,"The snippet mentions 'joint waveform' in the context of integrated sensing and communication Lidar design, but does not directly relate to shared waveform.",*Abstract: We propose an integrated sensing and communication Lidar design with joint waveform and thinned ring antenna. Evaluation results show a higher data rate of 4Gbps and a wider steering range of 60°×32° can be achieved.*,13,13,**Wide-steering Integrated Sensing and Communication OPA-based Lidar Design with Joint Waveform and Thinned Antenna**,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_008,4C,shared_waveform,joint waveform,lexical,INDIRECT,"The snippet is similar to idx 1, mentioning 'joint waveform' without directly relating to shared waveform.","*Keywords: Silicon photonics, optical phased array, integrated sensing and communication, joint waveform.*",15,15,**Wide-steering Integrated Sensing and Communication OPA-based Lidar Design with Joint Waveform and Thinned Antenna**,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_008,4C,shared_waveform,joint waveform,lexical,INDIRECT,"The snippet discusses waveform design in the context of ISAC Lidar systems, but does not explicitly mention shared waveform.","Silicon-based Optical Phased Array (OPA) is a very promising integrated solid-state solution for both Light detection and ranging (Lidar) and optical wireless communication (OWC) systems [1-9]. Recently, Lidar systems with Integrated Sensing and Communication (ISAC) capability have attracted extensive attention in 5/6G era [3]. In ISAC Lidar systems, waveform design plays an essential role that determines the ISAC performance. Y. Li et al. [4] design a joint waveform utilizing Dual Pulse Interval Modulation (DPIM) to implement an ISAC ToF OPA-based Lidar for automobile. However, the communication rate is severely restricted by the ToF pulse at kbps, because the pulse period should be larger than the round-trip time for a detection range up to 200m. C. Poulton et al. [5] adopts two different waveforms of Frequency Modulated Continuous Wave (FMCW) and OOK to achieve ISAC function, but has to use one transmitter OPA chip to alternately implement sensing and communication. Therefore, it is very challenging to design an efficient joint waveform to implement simultaneous sensing and communication without sacrificing any performance.",19,19,**Wide-steering Integrated Sensing and Communication OPA-based Lidar Design with Joint Waveform and Thinned Antenna** > **I. INTRODUCTION**,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_008,4C,shared_waveform,joint waveform,lexical,NONE,"The text does not mention the concept of shared_waveform. It discusses the design and optimization of optical antenna in 2D plane OPAs, sparse antenna designs, and the use of a thinned ring antenna array with blazed grating element structure, but does not relate to the concept of shared_waveform.","This paper presents an ISAC OPA-based Lidar system design. A QPSK-FMCW joint waveform design is proposed to implement simultaneous Lidar sensing and data communication. In addition, a thinned ring antenna array with blazed grating element structure is adopted in the OPA to effectively suppress the side lobes and enlarge the emission envelope, thereby improving the SMSR and steering range of ISAC Lidar system.",23,23,**Wide-steering Integrated Sensing and Communication OPA-based Lidar Design with Joint Waveform and Thinned Antenna** > **I. INTRODUCTION**,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_008,4C,shared_resources,RP,lexical,NONE,"The snippet discusses QPSK communication, LFM subcarrier, and antenna design, but does not mention shared resources.","where I(t) and Q(t) are the original in-phase and quadrature signals, respectively. Different from the conventional QPSK communication, the carrier frequency of electrical QPSK-LFM waveform is a chirp signal because the LFM is used as the subcarrier. An ELO is designed to generate the synchronized phase and frequency version of LFM subcarrier for the coherent carrier demodulation, therefore, the transmitted data can be recovered by filtering of the two high-frequency components in (3). Thus, the linearly-changing frequency of LFM subcarrier doesn't affect the QPSK communication.",56,56,**Wide-steering Integrated Sensing and Communication OPA-based Lidar Design with Joint Waveform and Thinned Antenna** > **II. DESIGN AND PRINCIPLE** > A. Principle of QPSK-FMCW Joint Waveform Design,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_009,4C,shared_resources,RP,lexical,NONE,"The text discusses GaN micro-LEDs, modulation bandwidth, and Visible Light Positioning (VLP) technologies, but does not mention shared resources.","<span id=""page-1-13""></span><span id=""page-1-12""></span>However, the current Visible Light Positioning (VLP) technologies have not been designed to benefit from the improved LED modulation bandwidth. More explicitly, for the proximity-based VLP systems [\[23\],](#page-15-21) [\[24\], t](#page-15-22)he mobile device receives a low-rate identification message through visible light and then looks up its location in a database. In order to improve accuracy, fingerprinting VLP systems [\[25\],](#page-15-23) [\[26\]](#page-15-24) estimate the user location by matching online measured data with a comprehensive database that models a room's topology. Moreover, camera-based VLP solutions have been proposed in [\[27\]](#page-15-25) and [\[28\], w](#page-15-26)hich have increased hardware cost and signal processing complexity. By contrast, the VLP technologies relying on signals received within the field-of-view (FoV) of a 'single-pixel' photodiode (PD) are more practical and economical solutions, where the Time-of-Arrival (ToA) [\[29\], A](#page-15-27)ngle-of-Arrival (AoA) [\[30\],](#page-15-28) [\[31\],](#page-15-29) [\[32\]](#page-15-30) and Received Signal Strength (RSS) [\[33\],](#page-15-31) [\[34\],](#page-15-32) [\[35\],](#page-15-33) [\[36\],](#page-15-34) [\[37\]](#page-15-35) have been evaluated. However, the ToA/AoA/RSS-based VLP systems generally assume perfect knowledge of both path loss model and transceiver parameters, such as LED/PD directions, which limits the types of applications, users and their mobilities. Furthermore, the above VLP techniques purely rely on the assumption of Line-of-Sight (LoS) propagation, hence their accuracies are severely degraded by the Non-LoS (NLoS) reflections from buildings, walls and diverse other surfaces. The detrimental multipath effects imposed on VLP have been confirmed both theoretically and experimentally in [\[38\],](#page-15-36) [\[39\],](#page-15-37) [\[40\],](#page-15-38) [\[41\].](#page-15-39)",35,35,"<span id=""page-0-5""></span><span id=""page-0-4""></span><span id=""page-0-3""></span><span id=""page-0-2""></span><span id=""page-0-1""></span>I. INTRODUCTION",,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_009,4C,shared_resources,RP,lexical,NONE,"The table compares different VLP systems, but does not mention shared resources.","|                        | Fingerprinting [25], [26], [52], [53] | √                                       |                                         |                                        |                                        |",46,46,"<span id=""page-0-5""></span><span id=""page-0-4""></span><span id=""page-0-3""></span><span id=""page-0-2""></span><span id=""page-0-1""></span>I. INTRODUCTION",,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_009,4C,shared_resources,RP,lexical,NONE,"The equation describes a channel impulse response, but does not mention shared resources.","$$h_0(\tau) = \frac{(q+1)A_{\text{PD}}}{2\pi d_{\text{SD}}^2} \cos^q(\varphi_t) \cos(\varphi_r) g_{\text{of}}(\varphi_r) g_{\text{oc}}(\varphi_r) \delta(\tau - \tau_0),$$",143,143,"<span id=""page-2-0""></span>*A. Scenarios and System Description* > B. LoS Modelling",,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_009,4C,shared_resources,RP,lexical,NONE,"The text explains the parameters in the equation, but does not mention shared resources.","where  $q=-\frac{\ln 2}{\ln \cos(\phi_{1/2})}$ ,  $\phi_{1/2}$ ,  $g_{\rm of}$  and  $\varphi_t$  refer to the LED's Lambertian mode order, half-power semi-angle, gain of optical filter, and emergence angle, respectively. We note that the special case of q=1 indicates the ideal Lambertian pattern, which generally cannot be achieved by real-world LEDs due to their realistic manufacturing impairment.  $A_{\rm PD}$  represents the PD's detector physical area, while the PD's gain of optical concentrator is:",146,146,"<span id=""page-2-0""></span>*A. Scenarios and System Description* > B. LoS Modelling",,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_009,4C,shared_resources,RP,lexical,NONE,"The provided snippet is a mathematical equation related to the Lambertian mode order, half-power semi-angle, gain of optical filter, and emergence angle of LEDs, and does not mention or imply the concept of shared resources.","$$g_{\text{oc}}(\varphi_r) = \begin{cases} \frac{n^2}{\sin^2 \psi_{\text{FoV}}}, & 0 \le \varphi_r \le \psi_{\text{FoV}} \\ 0, & \varphi_r > \psi_{\text{FoV}}, \end{cases}$$",148,148,"<span id=""page-2-0""></span>*A. Scenarios and System Description* > B. LoS Modelling",,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_009,4C,shared_processing,co operation,fuzzy:91.66666666666666,NONE,"The provided snippet does not contain any information related to shared processing. It appears to be a list of references to academic papers and books, primarily focused on wireless communication systems, MIMO design, and related topics, without any direct or indirect mention of shared processing.","- <span id=""page-16-25""></span>[\[72\]](#page-8-8) L. Hanzo, O. Alamri, M. El-Hajjar, and N. Wu, *Near-Capacity Multi-Functional MIMO Systems: Sphere-Packing, Iterative Detection and Cooperation*. Hoboken, NJ, USA: Wiley, May 2009.",758,758,"<span id=""page-14-3""></span>G. Overall Communication Functionality > VII. CONCLUSION AND FUTURE OPPORTUNITIES > REFERENCES",,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_010,4C,json:hardware_sharing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level[0].integration.hardware_sharing_mode,shared_frontend,json,DIRECT,,,False
O_ISAC_010,4C,json:duplexing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level[0].integration.duplexing_mode,full_duplex,json,DIRECT,,,False
O_ISAC_011,4C,shared_resources,RP,lexical,NONE,The provided snippet does not mention shared resources.,"$$h_c = \begin{cases} \frac{(m+1)A_c\rho_c}{2\pi d^2} cos^m(\varphi)\kappa(\theta) \cos(\theta), & \text{for } 0 \le \theta \le \varphi_c \\ 0, & \text{else,} \end{cases} \tag{1}$$",47,47,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments > I. INTRODUCTION > II. SYSTEM MODEL > A. Channel model,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_011,4C,shared_resources,RP,lexical,NONE,The provided snippet does not mention shared resources.,"where  $m = -\ln 2/\ln(\cos(\Psi))$  is the order of Lambertian emission with  $\Psi$  being the semi-angle at half power of the LED light source;  $A_c$  and  $\rho_c$  are the active area and responsivity of the PD in the RO-ISAC receiver, respectively; d is the distance between the RO-ISAC transceiver and the RO-ISAC receiver;  $\varphi$  and  $\theta$  are the irradiance angle and the incident angle, respectively; and  $\kappa(\theta) = T_s(\theta)g(\theta)$ , where  $T_s(\theta)$  is the gain of optical filter and  $g(\theta) = n^2/\sin^2(\Phi_c)$  is the gain of optical lens, with n and  $\Phi_c$  denoting the refractive index and half-angle field of view (FOV) of the optical lens, respectively.",49,49,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments > I. INTRODUCTION > II. SYSTEM MODEL > A. Channel model,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_011,4C,shared_resources,RP,lexical,NONE,The provided snippet does not mention shared resources.,"$$h_c = \begin{cases} \frac{(m_p + 1)A_S \rho_S k}{2\pi d^2} \cos^{m_p}(\varphi) \kappa(\varphi) \cos(\theta), \\ \text{for } 0 \le \theta \le \Phi_r \text{ and } 0 \le \varphi \le \Phi_s \\ 0, \text{else,} \end{cases}$$",53,53,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments > I. INTRODUCTION > II. SYSTEM MODEL > A. Channel model,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_011,4C,shared_resources,RP,lexical,NONE,The provided snippet does not mention shared resources.,"where  $m_p = -\ln 2/\ln(\cos(\Psi_p))$  is the corresponding Lambertian emission order and  $\Psi_p$  is the small semi-angle at half power of the point source, while  $A_s$ ,  $\rho_s$ , and  $\Phi_s$  are the active area, responsivity, and half-angle FOV of the PD in the RO-ISAC transceiver, respectively, and k and  $\Phi_r$  are the reflectance and the half-angle FOV of the CCR in the RO-ISAC receiver, respectively. An additional  $\cos(\varphi)$  term is included due to the incidence of the reflected signal to the PD in the RO-ISAC transceiver. Moreover, the term  $\kappa(\varphi)$  should also be calculated with respect to  $\varphi$ .",56,56,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments > I. INTRODUCTION > II. SYSTEM MODEL > A. Channel model,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_011,4C,shared_processing,co operation,fuzzy:91.66666666666666,NONE,"The snippet discusses the process of converting binary data to an analog signal for transmission via LED, but does not mention shared processing.","For the communication, the input binary data is converted to decimal data, and mapped onto M complex-valued QAM symbols. After QAM mapping, the QAM symbols will be transformed from serial to parallel (S/P). To generate the real-valued and non-negative transmit signal, the inverse fast Fourier transform (IFFT) which is imposed with the Hermitian symmetry (HS) constraint and parallel-to-serial(P/S) is executed. The DC bias will be added to the transmitted signal, which will ensure the signal can activate the LEDs. After Digital-to-Analog (DAC) operation, the",60,60,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments > I. INTRODUCTION > II. SYSTEM MODEL > B. Principle of communication,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_012,4C,shared_waveform,joint waveform,lexical,NONE,"The provided snippet does not mention the concept of 'shared_waveform' directly or indirectly, focusing instead on the integration of optical communication and sensing, their advantages, and current research schemes.","Current research schemes on integrated optical sensing and communication include: Pseudo-random code modulation [4], where ranging is achieved through autocorrelation of pseudorandom code and communication codes are loaded onto pseudo-random code through direct spread spectrum method. Pulse sequence sensing and pulse position modulation [5], where the autocorrelation property of pseudo-random codes is used on the sensing side and the Pulse Position Modulation (PPM) principle is used on the communication side. Phase-coded phase-shift LiDAR [6], where spread spectrum communication is combined with DPSK subcarrier intensity modulation for joint waveform design, this allows a single detection signal to perform both ranging and communication functions and effectively extends the unambiguous range of phase-based ranging. The above schemes generally use direct detection, which requires high signal power, easily interfered by environmental light and cannot measure velocity directly. For coherent schemes, Amplitude modulated FMCW (AM-FMCW) scheme is proposed to achieve LiDAR with communication capability [7] [8], where FMCW is used for sensing, and digital baseband signals are carried on the amplitude via intensity modulation.",25,25,I. INTRODUCTION,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_012,4C,json:hardware_sharing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level[0].integration.hardware_sharing_mode,shared_frontend,json,DIRECT,,,False
O_ISAC_012,4C,json:duplexing_mode,,json,DIRECT,Structured integration field,,,,,scenario_level[0].integration.duplexing_mode,full_duplex,json,DIRECT,,,False
