paper_id,section,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_007,4D,intensity_only,intensity,lexical,DIRECT,"The concept 'intensity_only' is directly related to the expression for the interference light intensity I, which is explicitly derived and expressed in the snippet.","Therefore, it can be derived the expression for the interference light intensity I, expressed as follows:",114,114,I. INTRODUCTION > II. PRINCIPLE,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,DIRECT,True
O_ISAC_008,4D,coherent,coherent detection,lexical,DIRECT,"The concept of 'coherent' is directly mentioned in the context as 'coherent detection' and 'coherent carrier demodulation', indicating a direct relationship with the concept.","The VPltransmissionMaker is utilized to evaluate the function of proposed ISAC Lidar system utilizing QPSK-FMCW joint waveform in Fig. 1 (a). Considering the actual experiment setups in our previous FMCW Lidar work, the joint waveform is created by encoding a 4Gbps QPSK signal into the LFM signal with an initial frequency of 8GHz and a bandwidth of 4GHz in a period of 8.192µs. Distance and velocity of a moving target are set as 15m and 7.75m/s, respectively. Fig. 2. (a) shows the result of coherent detection to recover the sensing signal in the Lidar RX. From the frequency sum and difference of beat signal, the distance and velocity of moving target can be correctly calculated as 15.005m and 7.772m/s, respectively. Besides Lidar sensing, the QPSK communication is also verified at the same time. In the communication RX, the optical power received by PD is -4.43dBm and the SNR is 14dB. Fig. 2. (b-c) shows the waveform and eye diagram of recovered data. After DSP processing, the BER is calculated as 4.88×10<sup>-4</sup>. It indicates that the coherent carrier demodulation and optical DSP processing can properly recover the data at 4Gbps, which is much higher than that in [4].",77,77,B. Principle of Thinned Ring Antenna Design > III. SIMULATION RESULTS AND DISCUSSION > A. ISAC Joint Waveform Evaluation,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_008,4D,intensity_only,intensity,lexical,INDIRECT,"The concept 'intensity_only' is related to the far-field intensity distribution described in the equation $E(\theta, \psi) = f(\theta, \psi) \cdot \sum_{i=1}^{M} \sum_{j=1}^{N} A_{m,n} e^{j\frac{2\pi}{\lambda} R_m [sin\theta\cos(\psi - d_{m,n}) - s ...$, but it is not the sole focus of the snippet, which discusses the design and optimization of the thinned ring antenna array.","Fig. 1 (b) shows the proposed thinned ring antenna array design based on Genetic Algorithm (GA) method, which consists of M rings with N elements distributed in each ring. The white and blue units in ring array represent the antenna elements before and after the thinning method, respectively. Different from the conventional sparse ring antenna with fixed grid [8], the central angle  $d_{m,n}$  of (m, n)-th elements in proposed antenna array can eliminate the design limit of a fixed  $2\pi(n-1/2)/N_m$  angle, thereby achieving an improved freedom for adopted GA-based element position optimization. The corresponding far-field intensity distribution of proposed thinned-ring based OPA is described as:",62,62,B. Principle of Thinned Ring Antenna Design,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_008,4D,intensity_only,intensity,lexical,DIRECT,"The context explicitly mentions 'intensity of main lobe' and 'intensity of steering angle', which directly relate to the concept of intensity.","where  $\theta$  is the azimuthal angle and  $\psi$  is the elevation angle.  $f(\theta, \psi)$  denotes the emission envelope of single antenna,  $A_{m,n}$  denotes the amplitude of (m, n)-th element and  $R_m$  is the radius of m-th ring. The GA-based antenna design method used in our previous linear thinned antenna in [6] has been extended and adopted into the proposed ring antenna design. Different from the linear thinned antenna, a set of randomly-generated angles  $d_{m,n}$  instead of the element pitches is set as both the initial population and FoM calculation in proposed ring antenna. The FoM function is set to the SMSR of  $20\log_{10}(E_{main}/E_{side})$ , where  $E_{main}$  and  $E_{side}$  are the intensity of main lobe and the maximum side lobe, respectively. During the optimization, the GA iteration process including selection, crossover and mutation is repeated for the population update, until an optimum element position distribution of each ring is reached for a targeted improved SMSR.",67,67,B. Principle of Thinned Ring Antenna Design,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_008,4D,intensity_only,intensity,lexical,DIRECT,"Similar to idx 1, the context mentions 'intensity of main lobe' and 'intensity of steering angle', directly relating to the concept of intensity.","In addition to the array-level antenna, the antenna element design is another key to improve the steering range of OPA, because the intensity of steering angle is modulated by the envelope  $f(\theta, \psi)$  [9], as described in (4). Fig. 1 (c) shows the proposed SOI-based antenna element design, which consists of an input waveguide and a group of periodic etched gratings. The emission width W is reduced to generate a large envelope, while the shallow and full etches are designed on grating teeth to exploit blazing effect to strengthen the upward emission power. Thus, both wide envelope and high emission efficiency can be achieved simultaneously. As a result, the steering range of OPA-based sensing and communication can be effectively improved by the array-level and element-level antenna design techniques.",69,69,B. Principle of Thinned Ring Antenna Design,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_008,4D,intensity_only,intensity,lexical,DIRECT,"The context shows a figure of 'far-field intensity distribution', which directly relates to the concept of intensity.",Fig. 3. (a) 2D far-field intensity distribution on the u-v plane. (b-c) 1D far-field intensity distribution in  $\theta$  and in  $\psi$  axis dimension.,89,89,B. Principle of Thinned Ring Antenna Design > B. Thinned Ring Antenna Evaluation,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_009,4D,imdd,im/dd,lexical,NONE,The concept 'imdd' is not mentioned in this snippet.,"<span id=""page-1-30""></span><span id=""page-1-26""></span><span id=""page-1-25""></span><span id=""page-1-14""></span>The detrimental frequency selectivity induced by the multipath effect can be effectively mitigated by the multi-carrier waveform of Orthogonal Frequency-Division Multiplexing (OFDM). In contrast to RF systems, the practical intensity modulation with direct detection (IM/DD) used for Visible Light Communication (VLC) requires real- and positivevalued signals in the time-domain (TD). In order to facilitate this for Optical OFDM (O-OFDM), Direct Current (DC) biased O-OFDM (DCO-OFDM) [\[42\]](#page-15-40) was proposed to rely on the Hermitian symmetry, where half of the modulated symbols in the frequency-domain (FD) are the conjugates of the other half, so that the TD signals become real-valued after Inverse Fast Fourier Transform (IFFT). In order to eliminate the DC power dissipation, the Asymmetrically Clipped O-OFDM (ACO-OFDM) scheme [\[43\],](#page-15-41) [\[44\]](#page-15-42) arranges odd-indexed subcarriers to obey Hermitian symmetry, while all even-indexed subcarriers are set to zeros. Moreover, in order to attain the DCO-OFDM throughput, the Layered ACO-OFDM (LACO-OFDM) [\[45\]](#page-15-43) modulates all subcarriers layer by layer. It was demonstrated in [\[45\],](#page-15-43) [\[46\],](#page-15-44) and [\[47\]](#page-16-0) that the family of O-OFDM schemes is capable of outperforming the single-carrier optical waveforms of On-Off Keying (OOK) and Pulse-Position Modulation (PPM) in the face of frequency selectivity. Moreover, channel estimation (CE) can be performed for O-OFDM in the TD, FD or Delay-Doppler (DD)-domain [\[48\],](#page-16-1) [\[49\],](#page-16-2) [\[50\],](#page-16-3) [\[51\]. S](#page-16-4)pecifically, by invoking the Symplectic Finite Fourier Transform (SFFT), the DD-domain pilot symbols are",37,37,"<span id=""page-0-5""></span><span id=""page-0-4""></span><span id=""page-0-3""></span><span id=""page-0-2""></span><span id=""page-0-1""></span>I. INTRODUCTION",,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_009,4D,imdd,im/dd,lexical,NONE,The concept 'imdd' is not mentioned in this snippet.,"- <span id=""page-1-29""></span><span id=""page-1-28""></span><span id=""page-1-27""></span>• We propose a new VLPC scheme using DCO-OFDM (VLPC-DCO-OFDM), where OFDM radar[1](#page-1-1) is applied for the sake of improving the resolution and quality of estimated Channel Impulse Response (CIRs). In the absence of Doppler detection in IM/DD, only a single OFDM pilot symbol is required for facilitating OFDM radar sensing in the delay domain, which is capable of improving both the VLP accuracies and the CSI for VLC data detection, hence realizing ISAC in the optical band.",61,61,"<span id=""page-0-5""></span><span id=""page-0-4""></span><span id=""page-0-3""></span><span id=""page-0-2""></span><span id=""page-0-1""></span>I. INTRODUCTION",,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_009,4D,imdd,im/dd,lexical,INDIRECT,"The concept 'imdd' is mentioned as 'IM/DD' in the context of VLP schemes, indicating an indirect relationship with the concept.","Nonetheless, we must report that compared to singlecarrier LoS-based VLP [\[29\],](#page-15-27) [\[30\],](#page-15-28) [\[31\],](#page-15-29) [\[32\],](#page-15-30) [\[34\], t](#page-15-32)he extra complexities of FFT/IFFT are required by the proposed VLPC-DCO-OFDM, which is inevitable for facilitating OFDM-based VLC in the face of optical channel dispersion. Moreover, we note that the IM/DD based VLP schemes cannot directly facilitate velocity estimation for ISAC applications, because all signal powers across all frequencies are combined by direct detection, where the velocity-dependent Doppler frequencies cannot be directly estimated. Nonetheless, it has been recently demonstrated in [\[58\]](#page-16-9) that the Doppler frequency estimation for a single target becomes feasible for IM/DD, when an additional reference RF carrier is added to modulate the optical signal. However, this issue deserves a paper in its own right in our future research.",73,73,"<span id=""page-0-5""></span><span id=""page-0-4""></span><span id=""page-0-3""></span><span id=""page-0-2""></span><span id=""page-0-1""></span>I. INTRODUCTION",,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_009,4D,imdd,im/dd,lexical,DIRECT,The context explicitly mentions 'IM/DD' which matches 'imdd'.,| IM/DD | Impulse modulation with direct detection              |,105,105,"<span id=""page-2-0""></span>*A. Scenarios and System Description*",,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_009,4D,imdd,im/dd,lexical,DIRECT,"The concept 'imdd' is directly mentioned in the snippet as 'IM/DD-based optical OFDM systems', indicating a clear and explicit reference to the concept.","We note that (6) is also valid for fractional delay indices  $l_p = \frac{\tau_p}{T}$  encountered in RF systems [48], [68], [69]. However, unlike RF systems that rely on pulse shaping based waveforms, IM/DD-based optical OFDM systems [42], [43], [44], [45], [46], [47], [51] utilizes optical intensity, where the PD collects all signal powers across all frequencies over each sampling duration. Therefore, the channel model of (6) only registers integer-spaced delay indices  $l_p = \lfloor \frac{\tau_p}{T} \rfloor$  for optical OFDM systems. In order to better demonstrate this, we further extend the TD received signal of (6) based on (5) as follows:",274,274,"<span id=""page-4-3""></span>B. PD Signal Reception",,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,DIRECT,True
O_ISAC_009,4D,intensity_only,strength,lexical,NONE,"The text does not mention intensity_only, it discusses Visible Light Positioning and Communication (VLPC) and its related concepts.","*Abstract*— Visible Light Positioning and Communication (VLPC) is a promising candidate for implementing Integrated Sensing And Communication (ISAC) in the unlicensed 400 THz to 800 THz band. The current Visible Light Positioning (VLP) systems mainly operate based on the Received Signal Strength (RSS) of the Line-of-Sight (LoS) path. However, its accuracy is degraded by interferences from Non-LoS (NLoS) paths. Furthermore, in Visible Light Communication (VLC) systems, the estimation of Channel State Information (CSI) also becomes challenging, when the optical channel becomes dispersive. Against this background, we propose a new VLPC scheme using Direct Current (DC) biased Optical Orthogonal Frequency-Division Multiplexing (VLPC-DCO-OFDM), where OFDM-based sensing is applied for the sake of improving the resolution of the estimated Channel Impulse Response (CIRs) exploited for positioning functionality. The CIRs estimated by sensing are further exploited to provide enhanced CSI for communication data detection. Moreover, we propose a hybrid Radar-RSS based solution, where the conventional RSS-aided VLP method is invoked for the sake of refining OFDM radar. Our simulation results demonstrate that the proposed VLPC-DCO-OFDM scheme – which simultaneously supports the triple functionalities of illumination, bi-static sensing and communication – is capable of achieving centimeter-level positioning accuracy and Giga-bits-per-second data rate.",9,9,"<span id=""page-0-17""></span>Integrated Positioning and Communication Relying on Wireless Optical OFDM",,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
