claim_id,claim_short,paper_id,year,title,modality,evidence_type,where_in_paper,supporting_excerpt,why_it_supports,metric_terms,terminology_terms,cross_domain_note,confidence,source_path,source_locator
C1,Terminology Inconsistency,O_ISAC_001,20XX,Modulation Strategies for Robust Optical Wireless Communications and Sensing in 6G,VLC,Other,REFERENCES,"...2022, doi: 10.1109/LPT.2022.3186734. - [10] S. Chen, C. Chen, Z. Zeng, Y. Yang and H. Haas, ""Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design,"" in IEEE Photonics Technology...",Explicit/Distinct usage of 'RO-ISAC',,RO-ISAC,,0.7,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_001\O_ISAC_001.md,Section: REFERENCES
C1,Terminology Inconsistency,O_ISAC_006,20XX,Recent Advancements and Challenges in Integrated Sensing and Communication in Optical Fiber,Fiber,Other,I. INTRODUCTION,...provides additional value to extensive fiber-optic networks<sup>[4-5]</sup>. The integrated sensing and communication in optical fiber (ISAC-OF) does not require the installation of additional sensors. It has the ability to sense...,Explicit/Distinct usage of 'ISAC-OF',,ISAC-OF,,0.7,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_006\O_ISAC_006.md,Section: I. INTRODUCTION
C1,Terminology Inconsistency,O_ISAC_011,2023,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments,VLC,Other,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments,"...Engineering Chongqing University* Chongqing, China liumin@cqu.edu.cn *Abstract***—A retroreflective optical ISAC (RO-ISAC) system supporting 3D positioning is proposed. This system used the transmitted signal and the reflected signal to measure the...",Explicit/Distinct usage of 'RO-ISAC',,RO-ISAC,,0.7,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_011\O_ISAC_011.md,Section: Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments
C1,Terminology Inconsistency,O_ISAC_013,20XX,Single-Ended > 100-km Distributed Vibration Sensor Based on OFDR Using Pearson Correlation Coefficient,Fiber,Other,Single-Ended > 100-km Distributed Vibration Sensor Based on OFDR Using Pearson Correlation Coefficient,"...vibration sensor (DOFVS) is an ideal technology for integrated sensing and communication in an optical fiber (ISAC-OF), which can be widely applied to urban structure health monitoring, ocean seismic detection,...",Explicit/Distinct usage of 'ISAC-OF',,ISAC-OF,,0.7,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_013\O_ISAC_013.md,Section: Single-Ended > 100-km Distributed Vibration Sensor Based on OFDR Using Pearson Correlation Coefficient
C1,Terminology Inconsistency,O_ISAC_020,20XX,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring,Fiber,Other,Introduction,"...real-time processing and analysis. In this article, we propose the idea of photonic photonic ISAC and summarize the work on the photonic ISAC system for monitoring different coastal events based...",Explicit/Distinct usage of 'photonic ISAC',,photonic ISAC,,0.7,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_020\O_ISAC_020.md,Section: Introduction
C1,Terminology Inconsistency,O_ISAC_040,2025,**UAV-Aided Flying Retroreflective Optical ISAC with Angle Diversity Transmitters**,VLC,Other,**UAV-Aided Flying Retroreflective Optical ISAC with Angle Diversity Transmitters**,...propose and investigate a UAV-aided flying retroreflective optical integrated sensing and communication (RO-ISAC) system with angle diversity transmitters (ADTs). Simulation results show substantial performance enhancements by using ADTs in flying...,Explicit/Distinct usage of 'RO-ISAC',,RO-ISAC,,0.7,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_040\O_ISAC_040.md,Section: **UAV-Aided Flying Retroreflective Optical ISAC with Angle Diversity Transmitters**
C1,Terminology Inconsistency,O_ISAC_069,2022,## Advanced Signal Processing in Distributed Acoustic Sensors Based on Submarine Cables for Seismology Applications,Fiber,Other,IV. CONCLUSION,"...artificial intelligence algorithms. Moreover, based on the global telecommunication fiber-optic network with photonic ISAC technology, we expect more DAS implementations for seismology worldwide. This will help us create a database...",Explicit/Distinct usage of 'photonic ISAC',,photonic ISAC,,0.7,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_069\O_ISAC_069.md,Section: IV. CONCLUSION
C1,Terminology Inconsistency,O_ISAC_071,20XX,Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design,VLC,Other,Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design,"...# Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design Shuhang Chen, Chen Chen [,](https://orcid.org/0000-0003-2541-6283) *Senior Member, IEEE*, Zhihong Zen[g](https://orcid.org/000...",Explicit/Distinct usage of 'RO-ISAC',,RO-ISAC,,0.7,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_071\O_ISAC_071.md,Section: Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design
C1,Terminology Inconsistency,O_ISAC_075,20XX,Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence,VLC,Other,Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence,"...# Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence Jia Du, Chen Chen<sup>®</sup>, Senior Member, IEEE, Zhihong Zeng<sup>®</sup>, Dengke Wang, Jia Ye<sup>®</sup>, Member, IEEE, Jian Song<sup>®</su...",Explicit/Distinct usage of 'RO-ISAC',,RO-ISAC,,0.7,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_075\O_ISAC_075.md,Section: Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence
C1,Terminology Inconsistency,O_ISAC_082,20XX,Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM,Fiber,Other,"<span id=""page-0-8""></span><span id=""page-0-7""></span><span id=""page-0-4""></span><span id=""page-0-2""></span><span id=""page-0-1""></span>I. Introduction","...the sensing receiver uses a mixer for echo down-conversion. Examples include a W-band photonic ISAC system [19] that uses an OFDM waveform and a two-stage carrier recovery algorithm, achieving a...",Explicit/Distinct usage of 'photonic ISAC',,photonic ISAC,,0.7,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_082\O_ISAC_082.md,"Section: <span id=""page-0-8""></span><span id=""page-0-7""></span><span id=""page-0-4""></span><span id=""page-0-2""></span><span id=""page-0-1""></span>I. Introduction"
C1,Terminology Inconsistency,O_ISAC_172,20XX,Joint break-point localization sensing based on OFDR and non-disruptive communication fiber ISAC system,Fiber,Other,1. Introduction,"...optical fibers has been progressively recognized, the Integrated Sensing and Communication over Optical Fiber (ISAC-OF) [[16\]](#page-7-0) technology has emerged to address the aforementioned challenges. The ISAC-OF technology enables existing optical...",Explicit/Distinct usage of 'ISAC-OF',,ISAC-OF,,0.7,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_172\O_ISAC_172.md,Section: 1. Introduction
C1,Terminology Inconsistency,O_ISAC_218,20XX,Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Systems in Industry IoT Applications,VLC,Other,Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Systems in Industry IoT Applications,"...Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Systems in Industry IoT Applications Xin Xiong, *Student Member, IEEE*, Haochuan Wang, *Student Member, IEEE*, Sihua Shao, *Senior Member, IEEE*, Chen Chen, *Senior Member,...",Explicit/Distinct usage of 'RO-ISAC',,RO-ISAC,,0.7,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_218\O_ISAC_218.md,Section: Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Systems in Industry IoT Applications
C1,Terminology Inconsistency,O_ISAC_219,20XX,"Multiuser Retroreflective Optical ISAC: Waveform Design, Joint Sensing and Multiple Access",VLC,Other,"Multiuser Retroreflective Optical ISAC: Waveform Design, Joint Sensing and Multiple Access","...sixth-generation (6G) networks. In this paper, we propose and experimentally demonstrate a multiuser retroreflective optical ISAC (MU-RO-ISAC) system. To simultaneously support communication and sensing for multiple users, a novel orthogonal...",Explicit/Distinct usage of 'RO-ISAC',,RO-ISAC,,0.7,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_219\O_ISAC_219.md,"Section: Multiuser Retroreflective Optical ISAC: Waveform Design, Joint Sensing and Multiple Access"
C1,Terminology Inconsistency,O_ISAC_241,20XX,Photonics-Assisted Millimeter-Wave Integrated Sensing and Communication Based on OTFS,VLC,Other,I. INTRODUCTION,"...tolerance, the LFM signal can be selected as an effective alternative to OFDM. In [17], a compact photonic ISAC approach enables the 0733-8724 © 2025 IEEE. All rights reserved, including...",Explicit/Distinct usage of 'photonic ISAC',,photonic ISAC,,0.7,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_241\O_ISAC_241.md,Section: I. INTRODUCTION
C1,Terminology Inconsistency,O_ISAC_300,2023,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC,Photo-THz,Other,I. INTRODUCTION,"...wireless communication and radar sensing [12], [13], which lays the foundation for the research on photonic ISAC systems with dedicated integrated waveforms. For example, due to their multiple degrees of...",Explicit/Distinct usage of 'photonic ISAC',,photonic ISAC,,0.7,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_300\O_ISAC_300.md,Section: I. INTRODUCTION
C1,Terminology Inconsistency,O_ISAC_310,20XX,Simulation of Constant-envelope THz Integrated Sensing and Communication System based on Photonics with 2D Positioning,VLC,Other,I. INTRODUCTION,"...as well as fully unified waveform [3]. For example, the code division multiplexing (CDM) Ka-band photonic ISAC system utilized phase coding and spectral spread multiplexing, achieving a communication rate of...",Explicit/Distinct usage of 'photonic ISAC',,photonic ISAC,,0.7,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_310\O_ISAC_310.md,Section: I. INTRODUCTION
C1,Terminology Inconsistency,O_ISAC_348,20XX,Integrated sensing and communication in an optical fibre,Fiber,Other,**Abstract**,...embedded pipelines. This work demonstrates a scheme of integrated sensing and communication in an optical fibre (ISAC-OF) using the same wavelength channel for simultaneous data transmission and distributed vibration sensing....,Explicit/Distinct usage of 'ISAC-OF',,ISAC-OF,,0.7,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_348\O_ISAC_348.md,Section: **Abstract**
C1,Terminology Inconsistency,O_ISAC_349,20XX,"<span id=""page-0-10""></span>Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Waveform",Photo-THz,Other,"<span id=""page-0-5""></span><span id=""page-0-2""></span><span id=""page-0-1""></span><span id=""page-0-0""></span>I. INTRODUCTION","...aforementioned, research efforts have been put into promoting the photonic ISAC system from multiplexed waveforms to integrated waveforms. However, the sensing performance is not yet sufficiently explored for radar-centric cases....",Explicit/Distinct usage of 'photonic ISAC',,photonic ISAC,,0.7,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_349\O_ISAC_349.md,"Section: <span id=""page-0-5""></span><span id=""page-0-2""></span><span id=""page-0-1""></span><span id=""page-0-0""></span>I. INTRODUCTION"
C1,Terminology Inconsistency,O_ISAC_356,20XX,Photonic THz-ISAC Demonstration with Simultaneous 120Gbit/s Communication and 2.5mm Sensing Resolution,Photo-THz,Other,**Introduction**,"...systems, the photonics-based approach can provide ultrabroad bandwidth and mitigate in-band harmonic interference [2,3]. Recent photonic ISAC demonstrations were realized with frequency-, time-, and polarization-division multiplexing (FDM, TDM, and PDM)....",Explicit/Distinct usage of 'photonic ISAC',,photonic ISAC,,0.7,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_356\O_ISAC_356.md,Section: **Introduction**
C1,Terminology Inconsistency,O_ISAC_379,20XX,**Demonstration of photonics-based flexible integration of sensing and communication with adaptive waveforms for a W-band fiber-wireless integrated network**,Fiber,Other,**1. Introduction**,"...without the need of local oscillator (LO). In addition, optical fiber transmission was included in the centralized photonic ISAC system. We have demonstrated a flexible, photonics-based, W-band fiber-wireless ISAC system...",Explicit/Distinct usage of 'photonic ISAC',,photonic ISAC,,0.7,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_379\O_ISAC_379.md,Section: **1. Introduction**
C2,Metric Definition/Usage,O_ISAC_009,20XX,"<span id=""page-0-17""></span>Integrated Positioning and Communication Relying on Wireless Optical OFDM",VLC,Other,"<span id=""page-9-1""></span>A. Simulation Parameters","...III. The typical indoor <span id=""page-9-4""></span>![](_page_9_Figure_10.jpeg) Fig. 7. Positioning functionality (LoS scenario): Ranging RMSE of VLPC-D-CO-OFDM for LED-User Pair A in LoS-only scenario. The subfigures are (a) M = 64, (b) M = 256, (c) M = 1024, (d) M...",Defines/Uses metric 'RMSE',RMSE,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_009\O_ISAC_009.md,"Section: <span id=""page-9-1""></span>A. Simulation Parameters"
C2,Metric Definition/Usage,O_ISAC_011,2023,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments,VLC,Other,C. Principle of sensing,"...So, the estimate distance can be calculated by $\hat{d} = c\hat{\tau}/2$ , with c represents the speed of light. The range resolution and the maximum ranging distance are respectively given by $\Delta d = cTs/2$ and $d_{max} = cmTs/2$ ,...",Defines/Uses metric 'range resolution',range resolution,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_011\O_ISAC_011.md,Section: C. Principle of sensing
C2,Metric Definition/Usage,O_ISAC_013,20XX,Single-Ended > 100-km Distributed Vibration Sensor Based on OFDR Using Pearson Correlation Coefficient,Fiber,Other,III. NUMERICAL SIMULATION,"...range of the Pearson-CC 1*R* determines the measurable amplitude level and number of vibration events, which can be expressed as $$\Delta R = \alpha \sum_{q} \varepsilon_{q} \tag{14}$$ where α is the calibration coefficient of the amplitude of the vibration event...",Defines/Uses metric '\Delta R',\Delta R,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_013\O_ISAC_013.md,Section: III. NUMERICAL SIMULATION
C2,Metric Definition/Usage,O_ISAC_015,20XX,Movable Access Point-Aided Integrated Visible Light Communication and Sensing Networks,VLC,Other,IV. SIMULATION RESULTS,"...rate and MI. ![](_page_4_Figure_4.jpeg) Fig. 5. Trade-off between MI and sum rate versus priority of communication users. Finally, Fig. 5 shows the trade-off between MI and sum rate for different user priorities. In this figure, $\Omega_m=1-\Omega_c$ , where $\Omega_c$ and...",Defines/Uses metric 'trade-off',trade-off,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_015\O_ISAC_015.md,Section: IV. SIMULATION RESULTS
C2,Metric Definition/Usage,O_ISAC_022,20XX,Joint Visible Light Sensing and Communication Using *m*-CAP Modulation,VLC,Other,"<span id=""page-5-0""></span>F. RSS-Based Localization Principles","...\tag{27}$$ with $\hat{C}$ given by (26) where the $r_i$ are replaced by their estimates $\hat{r}_i$ . The root-mean square (RMS) localization error $\Delta_{\text{RMS}}$ is finally given by: <span id=""page-6-4""></span> $$\Delta_{\text{RMS}} = \sqrt{(\hat{x}_e - x_e)^2 + (\hat{y}_e - y_e)^2}.$$ (28) It...",Defines/Uses metric 'localization error',localization error,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_022\O_ISAC_022.md,"Section: <span id=""page-5-0""></span>F. RSS-Based Localization Principles"
C2,Metric Definition/Usage,O_ISAC_023,2024,Free-Space Optical Integrated Sensing and Communication Based on DCO-OFDM: Performance Metrics and Resource Allocation,FSO,Other,"<span id=""page-11-1""></span><span id=""page-11-0""></span>D. Robustness to Channel Variations","...in [19] and [45]. Since DCO-OFDM has been well studied in optical wireless communication, we focus on its sensing performance instead and define its root-mean-square error (RMSE) as <span id=""page-11-3""></span> $$\varepsilon_D = \sqrt{\mathbb{E}\left(\left(D - \hat{D}\right)^2\right)} \tag{58}$$ where the target distance...",Defines/Uses metric 'RMSE',RMSE,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_023\O_ISAC_023.md,"Section: <span id=""page-11-1""></span><span id=""page-11-0""></span>D. Robustness to Channel Variations"
C2,Metric Definition/Usage,O_ISAC_027,20XX,"<span id=""page-0-12""></span>Low Crosstalk Deep Ocean Salinity Monitoring at 2 µm Wavelength Band",Fiber,Other,II. PRINCIPLE AND DEVICE DESIGN,...external refractive index change ranging from 1.307 to 1.314 with a base refractive index of 1.306. change in the seawater refractive index $\Delta RI$ . The sensitivity of the sensor can be expressed as $$\kappa_{\rm RI} = \frac{\Delta \lambda_{\rm dip}}{\Delta...,Defines/Uses metric '\Delta R',\Delta R,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_027\O_ISAC_027.md,Section: II. PRINCIPLE AND DEVICE DESIGN
C2,Metric Definition/Usage,O_ISAC_029,20XX,THz Integrated Sensing and Communication With Full-Photonic Direct LFM Reception and De-Chirping for D-Band Fiber-Wireless Network,Photo-THz,Other,"<span id=""page-0-1""></span>I. INTRODUCTION","...state of research on W band (75–110 GHz) and higher band photonic-based ISAC systems using LFM signals. We have cataloged critical performance metrics, such as peak data rate, range resolution, and more in the table. <span id=""page-1-4""></span>In [\[8\],](#page-11-7) [\[9\],](#page-11-8) [\[10\],](#page-11-9)...",Defines/Uses metric 'range resolution',range resolution,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_029\O_ISAC_029.md,"Section: <span id=""page-0-1""></span>I. INTRODUCTION"
C2,Metric Definition/Usage,O_ISAC_034,20XX,Pulse Sequence Sensing and Pulse Position Modulation for Optical Integrated Sensing and Communication,VLC,Other,IV. NUMERICAL RESULTS,"...13:40:54 UTC from IEEE Xplore. Restrictions apply. <span id=""page-4-19""></span>![](_page_4_Figure_2.jpeg) <span id=""page-4-18""></span>Fig. 5. RMSE for sensing with respect to the number of users in the presence of atmospheric losses and turbulence. TABLE II OPTIMAL MODULATION ORDER K<sup>0</sup> | Length of PN...",Defines/Uses metric 'RMSE',RMSE,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_034\O_ISAC_034.md,Section: IV. NUMERICAL RESULTS
C2,Metric Definition/Usage,O_ISAC_043,2023,Photonic-based W-band Flexible TFDM Integrated Sensing and Communication System for Fiber-wireless Network,Fiber,Other,2. Principles,"...duration time of one LFM chirp. The relationship between the frequency and the relative distance can be described as $\Delta R = cT_{LFM}\Delta f/2B_r$ , where $\Delta f$ is the frequency of the de-chirped signals as shown in Fig.1(b). In...",Defines/Uses metric '\Delta R',\Delta R,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_043\O_ISAC_043.md,Section: 2. Principles
C2,Metric Definition/Usage,O_ISAC_044,2023,Photonic-Based W-Band Integrated Sensing and Communication System With Flexible Time-Frequency Division Multiplexed Waveforms for Fiber-Wireless Network,Photo-THz,Other,A. Flexible TFDM ISAC Waveforms Design,"...relationship between the target distance and the frequency after de-chirping can be obtained, which can be expressed as: $$\Delta f = \frac{B_r}{T_{LEM}} \frac{2\Delta R}{c} \tag{10}$$ where $\Delta f$ denotes the frequency after de-chirping and $\Delta R$ denotes the distance of...",Defines/Uses metric '\Delta R',\Delta R,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_044\O_ISAC_044.md,Section: A. Flexible TFDM ISAC Waveforms Design
