Track_ID,Title,Decision,Reason,Confidence
O_ISAC_187,Photonic-aided Doppler-robust ISAC system based on index modulation and chirp multiplexing,Included,The paper involves both 'sensing' (Doppler-robust) and 'communication' (ISAC system) using 'optical' technologies (photonic-aided) with integrated functionality (index modulation and chirp multiplexing).,0.9
O_ISAC_188,Endogenous integration of communication and interference fading free sensing using telecom pilots via joint polarization-fraction domain multiplexing,Included,"The paper involves both sensing and communication functions integrated through optical technologies, meeting the inclusion criteria.",0.9
O_ISAC_189,Integrated ultra-large dynamic vibration sensing with fronthaul analog radio-over-fiber transmission,Included,"The paper involves both sensing (vibration sensing) and communication (radio-over-fiber transmission) with an optical technology (fiber), meeting the inclusion criteria.",0.9
O_ISAC_190,Common bias-digital subcarrier multiplexing scheme for integrated sensing and communication in short-reach optical transmission systems,Included,"The paper involves both sensing and communication integrated with optical technologies, meeting the inclusion criteria.",0.9
O_ISAC_191,"6G Internet-of-Things assisted smart homes and buildings: Enabling technologies, opportunities and challenges",Excluded,"The paper does not explicitly mention the integration of sensing and communication using optical technologies, thus not meeting the inclusion criteria.",0.8
O_ISAC_192,Photonic heterodyne mixing for angle of arrival estimation without direction ambiguity,Excluded,"The paper focuses on angle of arrival estimation, which is a sensing function, but does not explicitly mention integration with communication, thus not meeting criterion 1.",0.8
O_ISAC_193,An enhanced 6G pervasive channel model towards standardization,Excluded,"The paper is categorized as 'WIRELESS' and does not explicitly mention involvement of optical technologies or integration of sensing and communication, thus not meeting inclusion criteria 2 and 3.",0.8
O_ISAC_194,Controlled synthesis of samarium iron oxide for dual-function laser and radar stealth applications,Excluded,"The paper focuses on dual-function laser and radar stealth applications without integrating optical sensing and communication, thus not meeting the inclusion criteria.",0.9
O_ISAC_195,Integrated sensing and communication system based on a photonic integrated broadband multi-beamformer,Included,"The paper involves both sensing and communication functions integrated using optical technologies, meeting criteria 1, 2, and 3.",0.9
O_ISAC_196,Photonic Generation of Joint Amplitude-Frequency Modulated Waveform for THz Integrated Sensing and Communication,Excluded,"The paper involves THz, which is not an optical technology, and thus does not meet the inclusion criteria of involving 'Optical' technologies.",0.9
O_ISAC_197,Microcomb-synchronized optoelectronics,Excluded,"The paper does not explicitly mention the integration of sensing and communication functionalities, which is required by the inclusion criteria.",0.8
O_ISAC_198,Microwave photonics promotes emerging integrated sensing and communication technology,Excluded,"The paper focuses on microwave photonics, which implies a primary use of RF/microwave technologies, thus not meeting the inclusion criteria of involving optical technologies as the primary component.",0.8
O_ISAC_199,"Towards last-mile connectivity in 6G-IoT: An integrated MIMO-FSO communication system and FBG sensors under atmospheric attenuations, strain and temperature effects",Included,The paper meets all inclusion criteria as it involves both sensing (FBG sensors) and communication (MIMO-FSO) with integrated optical technologies.,0.9
O_ISAC_200,Machine learning opportunities for integrated polarization sensing and communication in optical fibers,Included,"The paper involves both 'sensing' (polarization sensing) and 'communication' (in optical fibers), meeting the dual-functionality criteria with an optical technology.",0.9
O_ISAC_201,Recent Advances in Integrated Vibration Sensing and Communication in Digital Subcarrier Multiplexing Systems,Excluded,"The paper focuses on vibration sensing and communication in digital subcarrier multiplexing systems, but it does not explicitly mention the integration of optical technologies with both sensing and communication functionalities.",0.8
O_ISAC_202,Integrated optical covert sensing and communication,Included,"The paper involves both sensing and communication and is integrated with optical technologies, meeting all inclusion criteria.",0.9
O_ISAC_203,High-Speed Flexible Near-Infrared Organic Photodetectors for Self-Powered Optical Integrated Sensing and Communications,Included,"The paper involves both 'sensing' and 'communication' and utilizes 'optical' technologies, meeting the inclusion criteria for Optical Integrated Sensing and Communication (O-ISAC).",0.9
O_ISAC_204,Microwave Photonics Computational Signal Algebra Framework for Radar Integrated Sensing and Communication Applications,Excluded,"The paper focuses on microwave photonics, which does not meet the inclusion criteria of involving optical technologies as defined.",0.9
O_ISAC_205,"2025 IEEE MTT-S Latin America Microwave Conference, LAMC 2025 - Proceedings",Excluded,"The paper is categorized as 'WIRELESS' and does not explicitly mention optical technologies or integrated sensing and communication, thus likely not meeting criteria 2 and 3.",0.8
O_ISAC_206,Beam Pattern Modulation Embedded Hybrid Transceiver Optimization for Integrated Sensing and Communication,Included,"The paper involves both sensing and communication and is focused on optimization for integrated sensing and communication, suggesting it meets the inclusion criteria.",0.9
O_ISAC_207,DoA Estimation of Nonuniform Noise Sources via Off-Grid SBL in a Noncooperative Mode Using a Single RF Link,Excluded,"The paper does not involve optical technologies and is purely RF-based, violating inclusion criterion 2 and matching exclusion criterion 1.",1.0
O_ISAC_208,Integrated Communication and Sensing mmWave 5G-NR Research Platform utilizing the Open-Source OAI Stack with Camera-Assisted Beam Management,Excluded,"The paper is focused on mmWave 5G-NR, which is purely RF/Millimeter-wave without any optical/photonic component, violating exclusion criterion 1.",0.9
O_ISAC_209,Microwave Photonics Empowered Integrated Sensing and Communication for 6G,Excluded,"The paper focuses on microwave photonics, which implies a significant RF/millimeter-wave component, not meeting the optical technology criteria as the primary focus.",0.8
O_ISAC_210,Photonics-assisted mmW integrated sensing and communication system with polarization-insensitive capability,Excluded,"The paper focuses on a mmW system, which does not meet the inclusion criteria of involving optical technologies as the primary component.",0.9
O_ISAC_211,"Real-Time 141 GHz JCAS Channel Sounder: Near-Field Switched Beamforming, Carrier Multiplexing, and Context Awareness",Excluded,"The paper is categorized as wireless and does not explicitly mention involvement of optical technologies, thus not meeting inclusion criterion 2.",0.9
O_ISAC_212,Two-Stage Framework for Sensing Assisted Covert Communications,Excluded,"The paper is categorized as 'WIRELESS' and does not explicitly mention optical technologies, suggesting it may not meet the inclusion criteria of involving optical technologies.",0.8
O_ISAC_213,High dynamic-range dimming control for CFMO-OFDM-based VLC systems utilizing a grouped direct current scheme,Included,"The paper involves both 'Communication' (VLC systems) and 'Optical' technologies, and implies integration of functionalities through the use of optical technologies for data transmission.",0.9
O_ISAC_214,A D-Band Concurrent 20-Beam MIMO Transmitter Array With a Four-Element Joint Static/Dynamic Beam-Multiplication Beamformer,Excluded,"The paper focuses on a purely RF/Millimeter-wave study without any optical/photonic component, violating exclusion criterion 1.",0.9
O_ISAC_215,Channel-Training-Aided Target Sensing for Terahertz Integrated Sensing and Massive MIMO Communications,Excluded,"The paper focuses on Terahertz and Massive MIMO Communications, which does not meet the inclusion criteria of involving optical technologies.",0.9
O_ISAC_216,RIS-Assisted Physical Layer Security in Emerging RF and Optical Wireless Communications Systems: A Comprehensive Survey,Excluded,The paper focuses on RF and optical wireless communications systems without explicitly integrating sensing and communication functionalities as required by the inclusion criteria.,0.9
O_ISAC_217,W-band photonics-aided OFDM system integrating sensing and communication with phase noise suppression scheme,Excluded,"The paper focuses on a W-band photonics-aided OFDM system, which implies a primary use of RF/millimeter-wave technology with some photonic aid, not meeting the criteria of involving 'Optical' technologies as the primary component.",0.8
O_ISAC_218,Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Systems in Industry IoT Applications,Included,"The paper involves both sensing and communication, and utilizes optical technologies, as indicated by 'MRR-Assisted' which likely refers to Micro-Ring Resonator, a photonic integrated circuit component.",0.9
O_ISAC_219,"Multiuser Retroreflective Optical ISAC: Waveform Design, Joint Sensing and Multiple Access",Included,"The paper involves both 'sensing' and 'communication' and utilizes 'optical' technologies with integrated dual-functionality, meeting all inclusion criteria.",0.9
O_ISAC_220,Advanced SMART network: empowering subsea monitoring with dense photonic integrated sensing and communication,Included,"The paper involves both 'sensing' and 'communication' and utilizes 'optical' technologies with integrated dual-functionality, meeting all inclusion criteria.",0.9
O_ISAC_221,Low Complexity Waveform PAPR Reduction in Uplink ISAC System,Excluded,"The paper focuses on uplink ISAC system with no explicit mention of optical technologies, thus not meeting the inclusion criteria of involving optical technologies.",0.8
O_ISAC_222,Sensing-Oriented Reference Signal Design for Multi-Target Detection in 6G ISAC Systems,Excluded,"The paper focuses on 6G ISAC systems which typically involve RF/millimeter-wave technologies, and there is no clear indication of the involvement of optical technologies as required by the inclusion criteria.",0.8
O_ISAC_223,System-level Analysis of Dual-Mode Networked Sensing: ISAC Integration & Coordination Gains,Excluded,"The paper is categorized as 'WIRELESS' and does not explicitly mention optical technologies, suggesting it may not meet the inclusion criteria of involving optical technologies.",0.8
O_ISAC_224,Super-Resolution Direct Position and Velocity Estimation for Distributed MIMO-OFDM Systems,Excluded,"The paper focuses on RF/Millimeter-wave/THz study (Distributed MIMO-OFDM Systems) without any optical/photonic component, violating exclusion criterion 1.",0.9
O_ISAC_225,Optimal Azimuth Sampling and Interpolation for Bistatic ISAC Setups,Excluded,"The paper focuses on bistatic ISAC setups without explicitly mentioning the involvement of optical technologies, thus not meeting criterion 2.",0.8
O_ISAC_226,Antenna-on-Display Featuring 2-D Frequency and Phase Scanning for Integrated Sensing and Communication,Excluded,The paper focuses on RF/millimeter-wave technology with 'Antenna-on-Display' and does not involve optical technologies as required by the inclusion criteria.,0.9
O_ISAC_227,Super-Resolution-Based Bayesian Learning for the Localization of Extended Targets in mmWave MIMO OFDM Systems,Excluded,"The paper is focused on mmWave MIMO OFDM systems, which does not involve optical technologies as required by the inclusion criteria.",0.9
O_ISAC_228,Photonic Chirp Spread Spectrum THz-ISAC: Constraints and Design Considerations,Excluded,"The paper focuses on THz-ISAC, which does not meet the inclusion criteria of involving optical technologies as it is purely a terahertz study without any optical/photonic component.",0.9
O_ISAC_229,Reconstructed DM-RS in 5G NR PDSCH for Optimizing ISAC System Performance,Excluded,"The paper focuses on 5G NR PDSCH and DM-RS, which suggests it is purely an RF/Millimeter-wave study without any optical/photonic component, violating exclusion criterion 1.",0.9
O_ISAC_230,Integrated Simultaneous Transmit and Receive Antenna Systems for ISAC Applications,Excluded,"The paper focuses on RF antenna systems for ISAC applications without mentioning any optical technologies, thus not meeting criterion 2.",0.9
O_ISAC_231,On Performance of RIS-NOMA Assisted Heterogeneous ISAC Networks,Excluded,"The paper focuses on RF-based RIS-NOMA assisted heterogeneous networks, which does not meet the inclusion criteria of involving optical technologies.",0.9
O_ISAC_232,ISAC in Scalable Cell-Free Massive MIMO Networks With Hardware Impairments,Excluded,The paper does not meet the inclusion criteria as it is categorized under 'WIRELESS' and does not explicitly mention the involvement of optical technologies.,0.9
O_ISAC_233,Generalized Signal Phase Inversion-Based NOMA Technique for 6G Integrated Sensing and Communication Systems,Excluded,The paper focuses on a NOMA technique for 6G integrated sensing and communication systems without explicitly mentioning the involvement of optical technologies as required by the inclusion criteria.,0.8
O_ISAC_234,The Role of Photonic Sensing Technologies in Healthcare 5.0: A Comprehensive Review of Future Perspectives and Applications,Excluded,"The paper focuses on photonic sensing technologies in healthcare without clear integration with communication functions, thus not meeting criterion 1.",0.8
O_ISAC_235,Information-Theoretic Limits of Bistatic Integrated Sensing and Communication,Excluded,"The paper focuses on bistatic integrated sensing and communication but does not explicitly mention the involvement of optical technologies, thus not meeting criterion 2.",0.8
O_ISAC_236,Passive Sensing for Multiple Vehicles in Bi-Static ISAC Systems,Excluded,The paper focuses on passive sensing in bi-static ISAC systems without explicitly mentioning the integration of optical technologies or dual-functionality of sensing and communication.,0.8
O_ISAC_237,Coordinated FMCW and OFDM for Integrated Sensing and Communication,Included,"The paper involves both sensing (FMCW) and communication (OFDM) with optical technologies implied by the use of OFDM, meeting the inclusion criteria.",0.9
O_ISAC_238,Multi-Target Acquisition in Multistatic MIMO-OFDM Joint Sensing and Communication,Excluded,"The paper does not explicitly involve optical technologies, thus not meeting the second inclusion criterion.",0.9
O_ISAC_239,DAFT-Domain Interference Cancellation Scheme for Full-Duplex AFDM ISAC System,Excluded,"The paper appears to focus on a wireless full-duplex AFDM ISAC system, which suggests it may not involve optical technologies as required by the inclusion criteria.",0.8
O_ISAC_240,Ultra-Sensitive All-Polymer Near-Infrared Photodetectors via Van der Waals Layered Triple Heterojunction,Excluded,"The paper focuses on photodetectors for sensing purposes without any clear integration with communication functionality, thus not meeting the dual-functionality criteria.",0.9
O_ISAC_241,Photonics-Assisted Millimeter-Wave Integrated Sensing and Communication Based on OTFS,Included,"The paper involves both sensing and communication and utilizes optical technologies, meeting criteria 1 and 2, with an indication of integration through photonics-assisted millimeter-wave technology.",0.9
O_ISAC_242,Sliding window-based LSTM scheme for PAM-4 photonics-assisted W-band ISAC systems,Included,"The paper involves both 'sensing' and 'communication' functions integrated with optical technologies, meeting criteria 1, 2, and 3.",0.9
O_ISAC_243,A General 3D GBSM for 6G ISAC Systems Towards 3GPP Standardization Verified by Channel Measurements,Excluded,"The paper focuses on 6G ISAC systems without explicitly mentioning the integration of optical technologies, thus not meeting the inclusion criteria.",0.8
O_ISAC_244,Subspace-Based Super-Resolution Sensing for Bi-Static ISAC with Clock Asynchronism,Excluded,"The paper focuses on bi-static ISAC with clock asynchronism, which implies a primary focus on RF/millimeter-wave aspects without clear involvement of optical technologies as required by the inclusion criteria.",0.8
O_ISAC_245,MCMC-Based Sparse Bayesian Learning for Super-Resolution Receiver in ISAC Systems,Included,"The paper involves both sensing and communication, as indicated by 'ISAC Systems', which typically integrate these functions, meeting criteria 1 and 3.",0.8
O_ISAC_246,Blind and Topological Interference Managements for Bistatic Integrated Sensing and Communication,Excluded,"The paper is categorized as 'WIRELESS' and does not explicitly mention optical technologies, suggesting it may not meet the inclusion criteria of involving optical technologies.",0.8
O_ISAC_247,A BRIEF OVERVIEW OF W-BAND APPLICATIONS IN SATELLITE COMMUNICATION SYSTEMS,Excluded,"The paper focuses on W-BAND applications in satellite communication systems, which does not involve optical technologies as required by the inclusion criteria.",0.9
O_ISAC_248,Exploitation of FMF capabilities for joint communications and sensing,Included,"The paper involves both 'Sensing' and 'Communication' using 'Optical' technologies, specifically exploiting FMF capabilities for joint purposes, meeting the inclusion criteria.",0.9
O_ISAC_249,Coprime Sensing Reference Signal Design Based on Zadoff-Chu Sequence and Index Modulation for Uplink ISAC System,Excluded,The paper does not meet the inclusion criteria as it does not explicitly involve optical technologies.,0.8
O_ISAC_250,Radar-to-Radar Communication for Connected Vehicles with Commercial Devices,Excluded,The paper does not involve optical technologies as it appears to be focused on RF/millimeter-wave radar systems for connected vehicles.,0.9
O_ISAC_251,Cramér-Rao Bound Optimization for Bistatic ISAC: Transceiver Design and Attention-Based ISACNet,Excluded,"The paper focuses on bistatic ISAC with RF/millimeter-wave implications, lacking explicit mention of optical technologies as required by the inclusion criteria.",0.8
O_ISAC_252,An Adaptive Control System for Satellite-Ground Laser Communication Based on Integrated Sensing and Communication,Included,"The paper involves both sensing and communication, integrated through an adaptive control system for satellite-ground laser communication, meeting criteria 1, 2, and 3.",0.9
O_ISAC_253,WiCaliper: Simultaneous Material and 3D Size Sensing for Everyday Objects Using WiFi,Excluded,"The paper does not involve optical technologies as it uses WiFi, which is a purely RF study without any optical/photonic component, violating criterion 2.",1.0
O_ISAC_254,Integrated sensing and communication with LFM-ASK waveform generation by P1 laser dynamics,Included,"The paper involves both sensing and communication with optical technologies and integrated functionality, meeting all inclusion criteria.",0.9
O_ISAC_255,Multimodal Sensing for Intelligent V2X: A Review of Recent Advances Toward Deployment,Excluded,The paper does not explicitly mention the integration of optical technologies with both sensing and communication functionalities as required by the inclusion criteria.,0.8
O_ISAC_256,Spectrum-efficient LDPC-coded Joint Radar and Communication Systems Using Flipping-based Integrated Waveforms,Excluded,"The paper focuses on RF-based joint radar and communication systems using LDPC-coded waveforms, which does not meet the inclusion criteria of involving optical technologies.",0.9
O_ISAC_257,Possibilities and Challenges for a Phased Array Antenna System in ISAC: A Hardware Perspective,Excluded,"The paper focuses on a phased array antenna system, which is an RF/millimeter-wave technology without any mentioned optical/photonic component, thus not meeting criterion 2.",0.9
O_ISAC_258,Constant Envelope OTFS Waveform Design and Performance Analysis for Mobile ISAC Systems,Excluded,"The paper focuses on RF-based OTFS waveform design, which does not involve optical technologies as required by the inclusion criteria.",0.9
O_ISAC_259,Low-PAPR OFDM-ISAC Waveform Design Based on Frequency-Domain Phase Differences,Included,"The paper involves both 'sensing' and 'communication' through the design of an OFDM-ISAC waveform, which integrates optical technologies.",0.9
O_ISAC_260,Distributed Fiber Optic Sensing (DFOS) in Telecom Networks: Industry Trends and Standards Development,Excluded,The paper focuses on Distributed Fiber Optic Sensing in telecom networks without explicit mention of integrated communication functionality beyond the sensing purpose.,0.8
O_ISAC_261,Super-Resolution Parameter Estimation and Predictable Beamforming Optimization for MIMO-OTFS ISAC Systems,Excluded,"The paper focuses on MIMO-OTFS systems which typically involve RF/millimeter-wave technologies, lacking explicit mention of optical technologies as required by the inclusion criteria.",0.8
O_ISAC_262,Low Complexity Super-Resolution OTFS-Assisted ISAC Framework for THz Communication,Excluded,"The paper focuses on THz communication without any optical/photonic component, violating criterion 1 of the inclusion criteria and matching exclusion criterion 1.",0.9
O_ISAC_263,Photonic THz Sensing-assisted Multipath Channel Estimation for ISAC,Included,"The paper involves both 'sensing' and 'communication' and utilizes 'photonic' technology, meeting the inclusion criteria for Optical Integrated Sensing and Communication (O-ISAC).",0.9
O_ISAC_264,Reconfigurable Networks for Indoor Optical Wireless Communications using Polarization-Controlled Dual-Function Metasurfaces,Included,"The paper involves both 'sensing' and 'communication' through the use of dual-function metasurfaces for indoor optical wireless communications, meeting criteria 1 and 2.",0.9
O_ISAC_265,Photonics-Aided THz ISAC System Based on A Spectral Overlapping Multi-Carrier 16QAM-LFM Waveform,Included,"The paper involves both 'Sensing' and 'Communication' and utilizes 'Optical' technologies, meeting the inclusion criteria.",0.9
O_ISAC_266,Integrated Sensing and Communications using External Cavity Laser with Laser Frequency Comb,Included,"The paper involves both sensing and communication using optical technologies, specifically an external cavity laser with a laser frequency comb, meeting the inclusion criteria.",0.9
O_ISAC_267,Cross-Frequency Sensing in Bistatic ISAC Systems,Excluded,"The paper does not explicitly mention the involvement of optical technologies, which is a required criterion for inclusion.",0.8
O_ISAC_268,Novel on-Wafer mm wave MIMO Antenna for JCAS of CT Scanners and Ring Resonator for Assessing Polyimide Properties at 60 Ghz,Excluded,"The paper focuses on RF/millimeter-wave studies without any optical/photonic component, violating criterion 1 of the inclusion criteria.",0.9
O_ISAC_269,Indoor ISAC Demonstrator with Aperture Coupled Antennas (ACA) at Wi-Fi Band for 6G Applications,Excluded,"The paper focuses on RF/millimeter-wave technology (Wi-Fi band) without any optical/photonic component, violating criterion 1 of the inclusion criteria and matching exclusion criterion 1.",0.9
O_ISAC_270,DFT-Spread-Based OTFS Waveform Design With Good Peak-to-Average Power Ratio for Joint Sensing and Communications,Excluded,The paper focuses on OTFS waveform design for joint sensing and communications but does not explicitly mention the involvement of optical technologies as required by the inclusion criteria.,0.8
O_ISAC_271,Digital-Twin-Assisted Clustering of Radio Frequency Multipath Components,Excluded,"The paper does not meet the inclusion criteria as it involves purely RF studies without any optical/photonic component, violating criterion 1.",0.9
O_ISAC_272,Three-Stage Super-Resolution Estimation of Target Parameter in OCDM ISAC Systems,Included,"The paper involves both 'sensing' and 'communication' through the use of Optical Code Division Multiplexing (OCDM) in Integrated Sensing and Communication (ISAC) systems, meeting criteria 1 and 2.",0.9
O_ISAC_273,First demonstration of integrated 3-D multi-modal sensing and PS-4096QAM-OFDM communication via mmWave Ka-band fiber-wireless radio access network,Excluded,"The paper focuses on mmWave Ka-band fiber-wireless radio access network, which does not meet the inclusion criteria of involving optical technologies as the primary component.",0.9
O_ISAC_274,An X-Band Dual Function Transceiver Utilizing Digital Predistortion for Radar and Communication in 250 nm GaN HEMT,Excluded,"The paper does not meet the inclusion criteria as it involves purely RF/Millimeter-wave studies without any optical/photonic component, violating exclusion criterion 1.",0.9
O_ISAC_275,Channel Spreading Function-Inspired Channel Transfer Function Estimation for OFDM Systems With High Mobility,Excluded,"The paper focuses on OFDM systems with high mobility, which is a purely RF/millimeter-wave study without any optical/photonic component, thus not meeting the inclusion criteria.",0.9
O_ISAC_276,Parallel Path Effect-Free Remote Monitoring and Sensing in Live XGS-PON Using Legacy Optical Time Domain Reflectometry,Included,"The paper involves both 'sensing' through optical time domain reflectometry and 'communication' in a live XGS-PON, integrating dual-functionality with optical technologies.",0.9
O_ISAC_277,Dual-function Radar-communication System: Joint Design Method of Transmit Waveform and Receive Weight,Excluded,"The paper does not meet the inclusion criteria because it involves radar, which is typically RF/Millimeter-wave, without any mention of optical technologies.",0.9
O_ISAC_278,Movable Antenna-Assisted Integrated Sensing and Communication Systems,Excluded,The paper does not meet the inclusion criteria as it involves movable antenna-assisted systems which implies RF/millimeter-wave/THz studies without any explicit mention of optical technologies.,0.8
O_ISAC_279,Joint sensing and communication on fiber system with integrated waveform designing,Included,"The paper meets all inclusion criteria by involving both sensing and communication, utilizing optical technologies, and integrating dual-functionality on a fiber system.",0.9
O_ISAC_280,Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm,Included,"The paper integrates sensing and communication based on photonics-enabled cellular base station networks, meeting criteria 1, 2, and 3.",0.9
O_ISAC_281,Super-resolution diffractive neural network for all-optical direction of arrival estimation beyond diffraction limits,Excluded,"The paper focuses on all-optical direction of arrival estimation, which is purely sensing without any communication function, thus not meeting the inclusion criteria of involving both sensing and communication.",0.9
O_ISAC_282,Deep learning and time series signal processing for bending detection in mining environment using optical fiber sensor,Excluded,"The paper focuses on purely sensing (bending detection) without any communication function, violating criterion 2 of the inclusion criteria.",0.9
O_ISAC_283,Photonics-assisted self-interference cancellation for in-band full-duplex integrated sensing and communication transceiver,Included,"The paper involves both sensing and communication and utilizes optical technologies, meeting criteria 1 and 2, with an indication of integrated functionality.",0.9
O_ISAC_284,Ultrasonic phase extraction method for co-cable identification in coherent optical transmission systems,Excluded,"The paper focuses on ultrasonic phase extraction in coherent optical transmission systems, which does not involve sensing and communication dual-functionality as required by the inclusion criteria.",0.9
O_ISAC_285,A low-complexity ISAC method for LFM-PSK signals using de-chirping and ISAC phase unwrapping techniques,Excluded,"The paper focuses on RF/millimeter-wave techniques (LFM-PSK signals) without any mention of optical technologies, thus not meeting criterion 2.",0.9
O_ISAC_286,Photonics-assisted integrated sensing and communication with ranging resolution improvement by multiple signal classification,Included,"The paper involves both 'sensing' (ranging resolution improvement) and 'communication' using 'optical' technologies (photonics-assisted), meeting all inclusion criteria.",0.9
O_ISAC_287,W-band photonic-aided mm-wave ISAC system enabled by a shared OFDM signal waveform and a two-stage carrier frequency recovery algorithm,Excluded,The paper involves purely RF/Millimeter-wave studies with photonic-aided components but does not primarily focus on optical technologies as required by the inclusion criteria.,0.8
O_ISAC_288,Development of an Integrated Communication and Sensing System Using Spread Spectrum and Photonics Technologies,Included,"The paper involves both sensing and communication and utilizes photonics technologies, meeting the inclusion criteria of integrated optical sensing and communication.",0.9
O_ISAC_289,Photonic-assisted W-band flexible integrated sensing and communication system for fiber-wireless network based on CE-LFM-OFDM,Included,"The paper involves both sensing and communication and utilizes optical technologies, meeting criteria 1, 2, and 3 of the inclusion criteria.",0.9
O_ISAC_290,Dual-chirp-based photonic THz-ISAC system with adaptive frequency synchronization,Included,"The paper involves both sensing and communication, utilizing optical technologies and integrating dual-functionality, meeting all inclusion criteria.",0.9
O_ISAC_291,POSTER: Holographic Optical Tag enabled Omnidirectional IoT Connection,Included,"The paper involves both 'sensing' and 'communication' through the use of holographic optical tags for omnidirectional IoT connection, meeting criteria 1 and 2.",0.8
