paper_id,section,category,severity,reason,evidence
O_ISAC_099,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_099,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_106,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_106,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_106,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_107,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_107,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_107,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_108,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_108,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_108,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_108,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_108,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_108,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_110,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_110,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_110,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_113,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_113,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_113,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_115,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_115,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_115,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_116,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_116,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_116,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_118,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_118,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_118,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_123,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_123,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_123,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_127,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_127,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_127,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_128,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_128,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_128,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_137,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_137,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_137,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_138,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_138,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_138,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_141,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_141,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_141,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_152,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_152,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_152,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_156,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_156,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_156,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_157,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_157,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_157,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_164,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_164,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_164,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_167,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_167,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_167,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_173,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_173,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_173,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_188,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_188,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_188,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_291,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_291,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_291,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_301,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_301,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_301,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_327,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_327,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_327,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_348,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_348,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_348,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_351,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_351,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_351,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_354,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_354,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_354,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_386,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_386,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_386,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_388,6B,ENABLER_METRIC,MAJOR,OPA emitters must be positive,opa_num_emitters=0.0
O_ISAC_388,6B,ENABLER_METRIC,MAJOR,OPA steering range must be positive,opa_steering_range_deg=0.0
O_ISAC_388,6B,ENABLER_METRIC,MAJOR,OPA beamwidth must be positive,opa_beamwidth_deg=0.0
O_ISAC_009,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_009,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_014,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_014,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_024,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_024,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_026,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_026,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_028,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_028,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_040,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_040,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_045,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_045,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_046,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_046,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_049,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_049,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_050,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_050,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=nan
O_ISAC_053,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_053,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_057,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_057,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_060,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_062,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_062,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_071,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_071,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_075,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_075,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_078,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_078,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_079,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_079,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_084,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_084,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_090,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_090,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_099,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_099,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_106,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_106,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_107,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_107,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_108,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_108,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_108,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_108,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_110,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_110,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_113,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_115,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_116,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_116,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_118,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_118,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_123,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_123,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_128,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_137,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_137,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_138,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_138,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_141,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_141,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_152,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_152,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_156,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_157,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_164,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_164,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_167,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_167,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_173,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_173,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_188,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_188,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=nan
O_ISAC_291,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_291,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=0.0
O_ISAC_301,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
O_ISAC_301,6C,ENABLER_INCOMPLETE,MINOR,RIS type missing while RIS metrics are reported,ris_type=unknown; ris_num_elements=0.0; ris_phase_bits=nan
O_ISAC_348,6C,ENABLER_METRIC,MAJOR,RIS element count must be positive,ris_num_elements=0.0
