paper_id,year,title,tier,subdomain_label,modality_coverage,scope_excerpt,scope_locator,limitations_excerpt,limitations_locator,source_path,confidence,feeder_strength,is_core
O_ISAC_076,2024,Integrated Communication and Enhanced Forward Phase-Based Sensing Based on Frequency-Domain Pilot To,2,Optical_transmission,Fiber,"Vibration sensing using optical phase usually has a high sensitivity to external vibrations[\[1\],](#page-6-0) and can be utilized for fiber link moni",Integrated Communication and Enhanced Forward Phase-Based Se > I. INTRODUCTION (L23),,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_076\O_ISAC_076.md,0.75,3,0
O_ISAC_077,2023,THz-over-fiber system with orthogonal chirp division multiplexing for integrated sensing and communi,2,Optical_transmission,Multi,Abstract—We experimentally demonstrate an orthogonal chirp division multiplexing (OCDM) waveform-based terahertz-over-fiber (ToF) system for integrate,THz-over-fiber system with orthogonal chirp division multipl (L11),,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_077\O_ISAC_077.md,0.75,4,1
O_ISAC_081,2023,Traveling Wave Antenna-on-Display featuring Simultaneous 2-D Phase and Frequency Beam Scanning for I,2,VLC_positioning,VLC/LiFi,"The proposed ISAC beam steering scenarios, such as user sensing and communication beam tracking in automotive or consumer electronics display-based de",Traveling Wave Antenna-on-Display featuring Simultaneous 2-D > I. INTRODUCTION (L57),,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_081\O_ISAC_081.md,0.75,4,0
O_ISAC_084,2024,LumiPane: Intelligent Interaction through Gesture Sensing and Ambient Light Communication,2,VLC_positioning,VLC/LiFi,"As the Internet of Things (IoT) rapidly evolves, a novel concept known as ubiquitous sensing has emerged, meeting the growing demand for interactive s",LumiPane: Intelligent Interaction through Gesture Sensing an > I. INTRODUCTION > (L23),,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_084\O_ISAC_084.md,0.75,4,0
O_ISAC_089,2023,"Free Space Optical Communication for Inter-Satellite Link: Architecture, Potentials and Trends",2,VLC_positioning,Multi,"Guanhua Wang, Fang Yang, Jian Song, and Zhu Han The authors illustrate the advantages of using the laser for ISLs due to its longer communication",Free Space Optical Communication for Inter-Satellite Link: A (L3),,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_089\O_ISAC_089.md,0.75,5,0
O_ISAC_090,2025,Demonstration of High Sensitivity Detection and High Precision Localization of Vibrations in Bidirec,2,DFOS_DAS,Multi,"Index Terms—Fiber sensing, integrated sensing and communication, laser phase noise, optical communication.",Demonstration of High Sensitivity Detection and High Precisi (L7),,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_090\O_ISAC_090.md,0.75,4,1
O_ISAC_093,2025,Multi-Modal Integrated Sensing and Communication in Internet of Things With Large Language Models,2,VLC_positioning,General,"The rapid progression of the sixth generation (6G) mobile communication system has led to significant integration of sensing and communication (ISAC),",Multi-Modal Integrated Sensing and Communication in Internet > I. INTRODUCTION (L11),,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_093\O_ISAC_093.md,0.75,5,0
O_ISAC_160,2024,Intelligent Path Loss Prediction Approach Based on ISAC for V2X,2,VLC_positioning,Photo-THz,"On the one hand, the application of new frequency bands can improve the V2X communication quality [\[7\].",I. INTRODUCTION (L27),,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_160\O_ISAC_160.md,0.75,5,0
O_ISAC_161,2025,"ISAC Transceiver Hardware Architectures, Technologies, and Trends",2,VLC_positioning,Photo-THz,"ABSTRACT Integrated sensing and communication (ISAC)—also known as radar-communication (RadCom), joint radar-communication (JRC), and other related va",Integrated Sensing and Communication (ISAC) Transceiver: Har (L17),Future research perspective for hardware ISAC developments.,CHALLENGES AND FUTURE RESEARCH DIRECTIONS > Hardware Miniaturization and Cost (L574),c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_161\O_ISAC_161.md,0.75,10,1
O_ISAC_171,2025,Frequency-Comb-Steered Ultrawideband Quasi-True-Time-Delay Beamformer for Integrated Sensing and Com,2,FSO_channel,Multi,"We present 16 element linear and 4×4 planar PAA prototypes, achieving 6 GHz instantaneous bandwidth across the entire Ku-band.",Frequency-comb-steered ultrawideband quasi-true-time-delay b (L15),,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_171\O_ISAC_171.md,0.75,3,0
O_ISAC_187,2025,Photonic-aided Doppler-robust ISAC system based on index modulation and chirp multiplexing,2,Optical_transmission,Multi,,,,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_187\O_ISAC_187.md,0.75,2,0
O_ISAC_189,2025,Integrated Ultra-Large Dynamic Vibration Sensing with Fronthaul Analog Radio-over-Fiber Transmission,2,DFOS_DAS,Multi,"In the era of 5G and beyond, massive wireless data traffic is transmitted between user equipment (UE) and network operators, predominantly over optica",Integrated ultra-large dynamic vibration sensing with fronth > 1. INTRODUCTION (L21),,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_189\O_ISAC_189.md,0.75,4,1
O_ISAC_199,2025,Integrated Sensing and Communication System - MIMO FSO with FBG Sensors for 6G IoT Applications,2,FSO_channel,Multi,Free-space optical (FSO) communication is an advanced wireless optical communication technology that provides high-speed data services for 6th-generat,"Engineering Science and Technology, an International Journal > ABSTRACT (L27)",,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_199\O_ISAC_199.md,0.75,5,1
O_ISAC_218,2025,Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Systems in Industry IoT Applications,2,VLC_positioning,General,this paper proposes a novel RO-ISAC system that co-designs a hybrid optical front-end with a signal processing framework.,Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Systems in I > I. INTRODUCTION (L22),,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_218\O_ISAC_218.md,0.75,5,0
O_ISAC_219,2025,"Multiuser Retroreflective Optical ISAC: Waveform Design, Joint Sensing and Multiple Access",2,VLC_positioning,General,"O WING to its ability to simultaneously support communication and sensing, integrated sensing and communication (ISAC) has received tremendous attenti",I. INTRODUCTION (L11),,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_219\O_ISAC_219.md,0.75,5,0
O_ISAC_252,2025,An Adaptive Control System for Satellite-Ground Laser Communication Based on Integrated Sensing and ,2,FSO_channel,FSO,WP-B-16 OECC/PSC 2025 # An Adaptive Control System for Satellite-Ground Laser Communication Based on Integrated Sensing and Communication Mingyuan Wu<,Document (L1),,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_252\O_ISAC_252.md,0.75,4,0
O_ISAC_280,2024,Integration of endogenous sensing and communication based on photonics-enabled cellular base station,2,VLC_positioning,Fiber,"ISAC based on cellular BSs has only attracted attention in the past few years, but early researchers have been working on combining communication and ","Integration of endogenous sensing and communication based on > YANG ZHAO, JUN WA (L15)",,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_280\O_ISAC_280.md,0.75,3,0
O_ISAC_300,2024,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC,2,Optical_transmission,Photo-THz,Abstract—The integrated sensing and communication (ISAC) systems based on the linear frequency modulation (LFM) waveforms have attracted substantial a,Preamble-Free Synchronization Based on Dual-chirp Waveforms  (L5),,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_300\O_ISAC_300.md,0.75,4,0
O_ISAC_310,2024,Simulation of Constant-envelope THz Integrated Sensing and Communication System based on Photonics w,2,VLC_positioning,Multi,"Yuxin Liu, Xiong Deng, Ningyuan Zhong, Xihua Zou, Wei Pan, Lianshan Yan Center for Information Photonics and Communications, Southwest Jiaotong Univer",Simulation of Constant-envelope THz Integrated Sensing and C (L3),,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_310\O_ISAC_310.md,0.75,4,0
O_ISAC_327,2024,Channel Characterization and Modeling for VLC-IoE Applications in 6G: A Survey,2,VLC_positioning,VLC/LiFi,"Pan Tang, Yue Yin, Yu Tong, Shuo Liu, and Linchao Li are with the Beijing University of Posts and Telecommunications, Beijing 100876, China (e-mail: t","span id=""page-0-2""/spanI. INTRODUCTION > span id=""page-0-0""/spanA. Overview of I (L17)",future research directions are discussed in each part.,VI. CONCLUSION (L679),c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_327\O_ISAC_327.md,0.75,8,1
O_ISAC_349,2023,Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Wavefo,2,Optical_transmission,Photo-THz,"Vjaceslavs Bobrovs is with the Institute of Telecommunications, Riga ˇ Technical University, 1048 Riga, Latvia (e-mail: vjaceslavs.","span id=""page-0-10""/spanRadar-Centric Photonic Terahertz Int (L11)",,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_349\O_ISAC_349.md,0.75,3,0
O_ISAC_351,2023,Integrated high precision time-of-flight depth sensing and optical communication based on Hamiltonia,2,VLC_positioning,Multi,,,,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_351\O_ISAC_351.md,0.75,2,0
O_ISAC_368,2023,A Technical Review of Integrated Sensing and Communication in Optical Transmission System,2,Optical_transmission,Fiber,We investigate the state of art technologies of integrated sensing and communication in optical transmission system.,A Technical Review of Integrated Sensing and Communication i (L15),,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_368\O_ISAC_368.md,0.75,4,0
O_ISAC_377,2022,Photonics-aided integrated sensing and communications in mmW bands based on a DC-offset QPSK-encoded,2,Optical_transmission,General,"In recent years, the boom of mobile apps, such as short videos and online meetings, has put forward an urgent need for high-speed wireless communicati",1. Introduction (L11),,,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_377\O_ISAC_377.md,0.75,5,1
