study_id,citation,dimension,score_before_cap,score_final,cap_codes,inputs_json,record_trace_json,method_version,source_workbook_sha256
STC-SINGLETON-SCR-00456,Wu M.; Yang H.; Liu W.; Yao Q.; Zhang J.; Cheriet M.. 2025. An Adaptive Control System for Satellite-Ground Laser Communication Based on Integrated Sensing and Communication,comparison_admissibility,3,1,phase_d_survey_use_descriptive_only_cap_1,"{""domain_counts"":{""communication"":{""direct"":2,""conditional"":2,""descriptive_or_operational"":6,""legacy_insufficient"":0},""sensing"":{""direct"":1,""conditional"":1,""descriptive_or_operational"":4,""legacy_insufficient"":0}},""survey_use_class"":""descriptive_only"",""legacy_blank_resolution"":""insufficient_information_due_legacy_extraction""}","[{""record_id"":""MET-R03-SCR00456-004"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00456"",""locator"":""pdf_page=2; section_heading=II.C Adaptive control strategy; figure_id=Figure 2""},{""record_id"":""MET-R03-SCR00456-005"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00456"",""locator"":""pdf_page=2; section_heading=II.C Adaptive control strategy; figure_id=Figure 2""},{""record_id"":""MET-R03-SCR00456-006"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00456"",""locator"":""pdf_page=2; section_heading=II.C Adaptive control strategy; figure_id=Figure 3""},{""record_id"":""MET-R03-SCR00456-007"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00456"",""locator"":""pdf_page=1;3; section_heading=Abstract; III Experimental Result; figure_id=Figure 6""},{""record_id"":""MET-R03-SCR00456-008"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00456"",""locator"":""pdf_page=1;3; section_heading=Abstract; III Experimental Result; figure_id=Figure 7""},{""record_id"":""MET-R03-SCR00456-011"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00456"",""locator"":""pdf_page=3; section_heading=III Experimental Result""},{""record_id"":""MET-R03-SCR00456-014"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00456"",""locator"":""pdf_page=1-3; section_heading=Introduction; Adaptive control; Results""},{""record_id"":""MET-R03-SCR00456-001"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00456"",""locator"":""pdf_page=3; section_heading=III Experimental Result; figure_id=Figure 5; Table V""},{""record_id"":""MET-R03-SCR00456-002"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00456"",""locator"":""pdf_page=3; section_heading=III Experimental Result; figure_id=Figure 4; Table V""},{""record_id"":""MET-R03-SCR00456-003"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00456"",""locator"":""pdf_page=3; section_heading=III Experimental Result; figure_id=Table V""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00456,Wu M.; Yang H.; Liu W.; Yao Q.; Zhang J.; Cheriet M.. 2025. An Adaptive Control System for Satellite-Ground Laser Communication Based on Integrated Sensing and Communication,limitation_transparency,3,3,,"{""L_author_limitations"":1,""G_author_gaps"":1,""A_assumptions"":1,""V_validation_boundary"":1,""T_tradeoff_transparency"":null,""composite"":1}","[{""record_id"":""EVI-R03-SCR00456-011"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00456"",""locator"":""pdf_page=3; section_heading=III Experimental Result; Conclusions""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00456,Wu M.; Yang H.; Liu W.; Yao Q.; Zhang J.; Cheriet M.. 2025. An Adaptive Control System for Satellite-Ground Laser Communication Based on Integrated Sensing and Communication,overall_evidence_contribution,2,2,,"{""dimension_scores"":{""technical_relevance"":3,""metric_clarity"":3,""reporting_completeness"":3,""validation_maturity"":1,""reproducibility"":2,""benchmark_readiness"":1,""comparison_admissibility"":1,""limitation_transparency"":3},""arithmetic_mean"":2.125,""quarantined_claims"":0,""unresolved_conflict_register_rows"":0}",[],phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00460,Tang L.; Hu Z.; Teng D.; Liu L.. 2023. Integrated high precision time-of-flight depth sensing and optical communication based on Hamiltonian coding,technical_relevance,3,3,,"{""modality"":""VLC_LiFi"",""communication_present"":1,""sensing_present"":1,""integration_mechanisms"":[""shared_waveform"",""shared_optical_carrier"",""shared_link_or_channel"",""shared_hardware"",""shared_resource_allocation"",""joint_design_or_optimization""],""strong_shared_mechanism"":true,""six_g_relevance"":""direct""}","[{""record_id"":""EVI-R03-SCR00460-002"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=3-5; section_heading=2.2 Principle; 3 System architecture; figure_id=Figure 5; equation_id=Equations 2-5""},{""record_id"":""EVI-R03-SCR00460-007"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=7; section_heading=5.1 Results for single-frequency; figure_id=Figure 8""},{""record_id"":""EVI-R03-SCR00460-008"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=7-8; section_heading=5.1 Effects of intensity measurement times K; figure_id=Figure 9""},{""record_id"":""EVI-R03-SCR00460-011"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=7; section_heading=5.2 Multi-frequency fusion; table_id=Table 3""},{""record_id"":""EVI-R03-SCR00460-012"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=1-2;9; section_heading=Abstract; Conclusions""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00460,Tang L.; Hu Z.; Teng D.; Liu L.. 2023. Integrated high precision time-of-flight depth sensing and optical communication based on Hamiltonian coding,metric_clarity,3,3,,"{""domains"":{""communication"":{""rows"":6,""reported_rows"":6,""operational_rows"":6,""complete_rows"":6,""complete_ratio"":1,""unresolved_conflicts"":0},""sensing"":{""rows"":11,""reported_rows"":11,""operational_rows"":11,""complete_rows"":11,""complete_ratio"":1,""unresolved_conflicts"":0}},""both_domains"":true,""minimum_domain_complete_ratio"":1,""quarantined_metric_claims"":0}","[{""record_id"":""MET-R03-SCR00460-001"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5; section_heading=Table 2; simulation results; figure_id=Table 2; Figure 6""},{""record_id"":""MET-R03-SCR00460-002"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5;7-8; section_heading=Table 2; Results; figure_id=Table 2; Table 4""},{""record_id"":""MET-R03-SCR00460-005"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5; section_heading=Simulation results; figure_id=Figure 6a""},{""record_id"":""MET-R03-SCR00460-013"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=8; section_heading=Table 4; figure_id=Table 4""},{""record_id"":""MET-R03-SCR00460-014"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=1-2;9; section_heading=Abstract; Conclusions""},{""record_id"":""MET-R03-SCR00460-015"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=7-9; section_heading=5.2; Conclusions; figure_id=Figure 11; Table 4""},{""record_id"":""MET-R03-SCR00460-002"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5;7-8; section_heading=Table 2; Results; figure_id=Table 2; Table 4""},{""record_id"":""MET-R03-SCR00460-003"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5-6; section_heading=Simulation results; figure_id=Figure 6a""},{""record_id"":""MET-R03-SCR00460-004"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5-6; section_heading=Simulation results; figure_id=Figure 6b""},{""record_id"":""MET-R03-SCR00460-006"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=7; section_heading=5.1 Coding-scheme comparison; figure_id=Figure 8""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00460,Tang L.; Hu Z.; Teng D.; Liu L.. 2023. Integrated high precision time-of-flight depth sensing and optical communication based on Hamiltonian coding,reporting_completeness,3,3,,"{""components"":{""modality_and_integration"":1,""shared_resource_and_functions"":1,""waveform_and_front_end"":1,""context"":1,""channel_and_hardware"":1,""dsp_and_design"":1,""validation"":1,""outcome_provenance"":1},""composite"":1,""metric_locator_rows"":17}","[{""record_id"":""EVI-R03-SCR00460-002"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=3-5; section_heading=2.2 Principle; 3 System architecture; figure_id=Figure 5; equation_id=Equations 2-5""},{""record_id"":""EVI-R03-SCR00460-003"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=4-5;7; section_heading=2.3 Multi-frequency fusion; Results; table_id=Tables 1-2""},{""record_id"":""MET-R03-SCR00460-001"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5; section_heading=Table 2; simulation results; figure_id=Table 2; Figure 6""},{""record_id"":""MET-R03-SCR00460-002"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5;7-8; section_heading=Table 2; Results; figure_id=Table 2; Table 4""},{""record_id"":""MET-R03-SCR00460-005"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5; section_heading=Simulation results; figure_id=Figure 6a""},{""record_id"":""MET-R03-SCR00460-013"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=8; section_heading=Table 4; figure_id=Table 4""},{""record_id"":""MET-R03-SCR00460-014"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=1-2;9; section_heading=Abstract; Conclusions""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00460,Tang L.; Hu Z.; Teng D.; Liu L.. 2023. Integrated high precision time-of-flight depth sensing and optical communication based on Hamiltonian coding,validation_maturity,2,2,,"{""canonical_maturity_max"":5,""canonical_categories"":[""analytical_theoretical"",""controlled_prototype"",""laboratory_experiment"",""mixed_unspecified"",""simulation""],""field_or_deployment_outcome_by_domain"":{""communication"":false,""sensing"":false},""strong_requires_both_functions"":true}","[{""record_id"":""EVI-R03-SCR00460-004"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5; section_heading=3 System architecture overview; table_id=Table 2""},{""record_id"":""EVI-R03-SCR00460-005"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5-6; section_heading=3 System architecture overview; figure_id=Figure 6""},{""record_id"":""EVI-R03-SCR00460-006"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=6-7; section_heading=4 Experimental setup; figure_id=Figure 7""},{""record_id"":""EVI-R03-SCR00460-010"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=8; section_heading=5.2 Multi-frequency fusion; table_id=Table 4""},{""record_id"":""EVI-R03-SCR00460-013"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=6;9; section_heading=Experimental setup; Conclusions""},{""record_id"":""MET-R03-SCR00460-001"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5; section_heading=Table 2; simulation results; figure_id=Table 2; Figure 6""},{""record_id"":""MET-R03-SCR00460-002"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5;7-8; section_heading=Table 2; Results; figure_id=Table 2; Table 4""},{""record_id"":""MET-R03-SCR00460-005"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5; section_heading=Simulation results; figure_id=Figure 6a""},{""record_id"":""MET-R03-SCR00460-013"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=8; section_heading=Table 4; figure_id=Table 4""},{""record_id"":""MET-R03-SCR00460-014"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=1-2;9; section_heading=Abstract; Conclusions""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00460,Tang L.; Hu Z.; Teng D.; Liu L.. 2023. Integrated high precision time-of-flight depth sensing and optical communication based on Hamiltonian coding,reproducibility,2,2,,"{""P_repeatable_parameters"":0.5,""D_dataset"":0.5,""C_code_or_model"":0,""S_setup"":1,""V_protocol_and_locator"":1,""composite"":0.6}","[{""record_id"":""EVI-R03-SCR00460-002"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=3-5; section_heading=2.2 Principle; 3 System architecture; figure_id=Figure 5; equation_id=Equations 2-5""},{""record_id"":""EVI-R03-SCR00460-003"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=4-5;7; section_heading=2.3 Multi-frequency fusion; Results; table_id=Tables 1-2""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00460,Tang L.; Hu Z.; Teng D.; Liu L.. 2023. Integrated high precision time-of-flight depth sensing and optical communication based on Hamiltonian coding,benchmark_readiness,2,2,,"{""B_baseline"":0.5,""baseline_class"":""internal"",""A_open_artifact"":0.5,""Pr_protocol"":0.8333,""M_comparison"":0.3333,""V_validation"":0.6667,""composite"":0.5667,""strong_guard_pass"":false}","[{""record_id"":""MET-R03-SCR00460-006"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=7; section_heading=5.1 Coding-scheme comparison; figure_id=Figure 8""},{""record_id"":""MET-R03-SCR00460-007"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=7; section_heading=5.1 Coding-scheme comparison; figure_id=Figure 8""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00460,Tang L.; Hu Z.; Teng D.; Liu L.. 2023. Integrated high precision time-of-flight depth sensing and optical communication based on Hamiltonian coding,comparison_admissibility,1,1,phase_d_survey_use_descriptive_only_cap_1,"{""domain_counts"":{""communication"":{""direct"":0,""conditional"":0,""descriptive_or_operational"":6,""legacy_insufficient"":0},""sensing"":{""direct"":2,""conditional"":2,""descriptive_or_operational"":11,""legacy_insufficient"":0}},""survey_use_class"":""descriptive_only"",""legacy_blank_resolution"":""insufficient_information_due_legacy_extraction""}","[{""record_id"":""MET-R03-SCR00460-001"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5; section_heading=Table 2; simulation results; figure_id=Table 2; Figure 6""},{""record_id"":""MET-R03-SCR00460-002"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5;7-8; section_heading=Table 2; Results; figure_id=Table 2; Table 4""},{""record_id"":""MET-R03-SCR00460-005"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5; section_heading=Simulation results; figure_id=Figure 6a""},{""record_id"":""MET-R03-SCR00460-013"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=8; section_heading=Table 4; figure_id=Table 4""},{""record_id"":""MET-R03-SCR00460-014"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=1-2;9; section_heading=Abstract; Conclusions""},{""record_id"":""MET-R03-SCR00460-015"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=7-9; section_heading=5.2; Conclusions; figure_id=Figure 11; Table 4""},{""record_id"":""MET-R03-SCR00460-002"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5;7-8; section_heading=Table 2; Results; figure_id=Table 2; Table 4""},{""record_id"":""MET-R03-SCR00460-003"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5-6; section_heading=Simulation results; figure_id=Figure 6a""},{""record_id"":""MET-R03-SCR00460-004"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5-6; section_heading=Simulation results; figure_id=Figure 6b""},{""record_id"":""MET-R03-SCR00460-006"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=7; section_heading=5.1 Coding-scheme comparison; figure_id=Figure 8""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00460,Tang L.; Hu Z.; Teng D.; Liu L.. 2023. Integrated high precision time-of-flight depth sensing and optical communication based on Hamiltonian coding,limitation_transparency,3,3,,"{""L_author_limitations"":1,""G_author_gaps"":1,""A_assumptions"":1,""V_validation_boundary"":1,""T_tradeoff_transparency"":1,""composite"":1}","[{""record_id"":""EVI-R03-SCR00460-013"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=6;9; section_heading=Experimental setup; Conclusions""},{""record_id"":""TRD-R03-SCR00460-001"",""record_type"":""tradeoff"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=7-8; section_heading=5.1 Effects of communication capacity; figure_id=Figure 10""},{""record_id"":""TRD-R03-SCR00460-002"",""record_type"":""tradeoff"",""source_screening_record_id"":""SCR-00460"",""locator"":""pdf_page=5;7-9; section_heading=Table 2; 5.2; Table 4; Conclusions; figure_id=Tables 2 and 4; Figure 11""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00460,Tang L.; Hu Z.; Teng D.; Liu L.. 2023. Integrated high precision time-of-flight depth sensing and optical communication based on Hamiltonian coding,overall_evidence_contribution,3,3,,"{""dimension_scores"":{""technical_relevance"":3,""metric_clarity"":3,""reporting_completeness"":3,""validation_maturity"":2,""reproducibility"":2,""benchmark_readiness"":2,""comparison_admissibility"":1,""limitation_transparency"":3},""arithmetic_mean"":2.375,""quarantined_claims"":0,""unresolved_conflict_register_rows"":0}",[],phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00473,Zuo Y.; Liu W.; Cheng Y.; Li X.; Luo M.. 2025. High-performance Vibration Sensing Based on Subband Phase-Shift Transform in Integrated Sensing and Communication System,technical_relevance,3,2,quarantined_architecture_or_integration_claim_cap_2,"{""modality"":""fiber"",""communication_present"":1,""sensing_present"":1,""integration_mechanisms"":[""shared_link_or_channel"",""shared_resource_allocation"",""shared_hardware"",""joint_design_or_optimization""],""strong_shared_mechanism"":true,""six_g_relevance"":""direct""}","[{""record_id"":""EVI-R03-SCR00473-002"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=2;4; section_heading=III Results; Conclusion; figure_id=Figure 2""},{""record_id"":""EVI-R03-SCR00473-004"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=2; section_heading=III Results; figure_id=Figure 2""},{""record_id"":""EVI-R03-SCR00473-005"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=3; section_heading=III Results; figure_id=Figure 4a""},{""record_id"":""EVI-R03-SCR00473-006"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=3; section_heading=III Results; figure_id=Figure 4b-c""},{""record_id"":""EVI-R03-SCR00473-007"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=3; section_heading=III Results; figure_id=Figure 5""},{""record_id"":""EVI-R03-SCR00473-008"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=3-4; section_heading=III Results; equation_id=Equation 3""},{""record_id"":""SCL-00942"",""record_type"":""claim_ledger"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=3-4; section_heading=III Results; Equation 3; equation_id=Equation 3""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00473,Zuo Y.; Liu W.; Cheng Y.; Li X.; Luo M.. 2025. High-performance Vibration Sensing Based on Subband Phase-Shift Transform in Integrated Sensing and Communication System,metric_clarity,1,1,quarantined_metric_claim_cap_2,"{""domains"":{""communication"":{""rows"":4,""reported_rows"":4,""operational_rows"":4,""complete_rows"":4,""complete_ratio"":1,""unresolved_conflicts"":0},""sensing"":{""rows"":12,""reported_rows"":11,""operational_rows"":11,""complete_rows"":11,""complete_ratio"":0.9166666666666666,""unresolved_conflicts"":1}},""both_domains"":true,""minimum_domain_complete_ratio"":0.9167,""quarantined_metric_claims"":1}","[{""record_id"":""MET-R03-SCR00473-001"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=1-2;4; section_heading=Abstract; Results; Conclusion; figure_id=Figure 2""},{""record_id"":""MET-R03-SCR00473-005"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=2-4; section_heading=III Results; Conclusion; figure_id=Figure 2""},{""record_id"":""MET-R03-SCR00473-013"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=4; section_heading=III Results; figure_id=Figure 6""},{""record_id"":""MET-R03-SCR00473-015"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=4; section_heading=III Results; figure_id=Figure 6""},{""record_id"":""MET-R03-SCR00473-002"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=1;3-4; section_heading=Abstract; Results; Conclusion""},{""record_id"":""MET-R03-SCR00473-003"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=3; section_heading=III Results; figure_id=Figure 4c""},{""record_id"":""MET-R03-SCR00473-004"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=1;3-4; section_heading=Abstract; Results; Conclusion; figure_id=Figure 4c""},{""record_id"":""MET-R03-SCR00473-005"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=2-4; section_heading=III Results; Conclusion; figure_id=Figure 2""},{""record_id"":""MET-R03-SCR00473-006"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=3; section_heading=III Results; figure_id=Figure 4b""},{""record_id"":""MET-R03-SCR00473-007"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=3; section_heading=III Results; figure_id=Figure 4b""},{""record_id"":""SCL-03802"",""record_type"":""claim_ledger"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=3-4; section_heading=III Results; Equation 3""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00473,Zuo Y.; Liu W.; Cheng Y.; Li X.; Luo M.. 2025. High-performance Vibration Sensing Based on Subband Phase-Shift Transform in Integrated Sensing and Communication System,reporting_completeness,3,2,quarantined_scope_reporting_claim_cap_2,"{""components"":{""modality_and_integration"":1,""shared_resource_and_functions"":1,""waveform_and_front_end"":1,""context"":1,""channel_and_hardware"":1,""dsp_and_design"":1,""validation"":1,""outcome_provenance"":1},""composite"":1,""metric_locator_rows"":16}","[{""record_id"":""EVI-R03-SCR00473-003"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=1-3; section_heading=II Principle; III Results; figure_id=Figures 1 and 3; equation_id=Equations 1-2""},{""record_id"":""EVI-R03-SCR00473-012"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=1-4; section_heading=Complete report review""},{""record_id"":""MET-R03-SCR00473-001"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=1-2;4; section_heading=Abstract; Results; Conclusion; figure_id=Figure 2""},{""record_id"":""MET-R03-SCR00473-005"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=2-4; section_heading=III Results; Conclusion; figure_id=Figure 2""},{""record_id"":""MET-R03-SCR00473-013"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=4; section_heading=III Results; figure_id=Figure 6""},{""record_id"":""MET-R03-SCR00473-015"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=4; section_heading=III Results; figure_id=Figure 6""},{""record_id"":""MET-R03-SCR00473-002"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=1;3-4; section_heading=Abstract; Results; Conclusion""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00473,Zuo Y.; Liu W.; Cheng Y.; Li X.; Luo M.. 2025. High-performance Vibration Sensing Based on Subband Phase-Shift Transform in Integrated Sensing and Communication System,validation_maturity,2,2,,"{""canonical_maturity_max"":5,""canonical_categories"":[""analytical_theoretical"",""controlled_prototype"",""laboratory_experiment"",""mixed_unspecified""],""field_or_deployment_outcome_by_domain"":{""communication"":false,""sensing"":false},""strong_requires_both_functions"":true}","[{""record_id"":""EVI-R03-SCR00473-012"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=1-4; section_heading=Complete report review""},{""record_id"":""MET-R03-SCR00473-001"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=1-2;4; section_heading=Abstract; Results; Conclusion; figure_id=Figure 2""},{""record_id"":""MET-R03-SCR00473-005"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=2-4; section_heading=III Results; Conclusion; figure_id=Figure 2""},{""record_id"":""MET-R03-SCR00473-013"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=4; section_heading=III Results; figure_id=Figure 6""},{""record_id"":""MET-R03-SCR00473-015"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=4; section_heading=III Results; figure_id=Figure 6""},{""record_id"":""MET-R03-SCR00473-002"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00473"",""locator"":""pdf_page=1;3-4; section_heading=Abstract; Results; Conclusion""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
